genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT4G28240,,AT4g28240/F26K10_120 [Source:UniProtKB/TrEMBL;Acc:Q94A22],0.507592234,0.004810878,,,,p,en2,0.450723559187615,0.0013632357991729,NA,NA,,
AT3G15354,SPA3,Protein SPA1-RELATED 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJR3],0.507635565,0.009154569,,SPA3,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G25730,EDF3,AP2/ERF and B3 domain-containing transcription factor ARF14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS06],0.507663143,0.039543798,Q9LS06,ARF14,UniProtKB Gene Name,p,em24,0.282348577836931,0.0263772180695505,NA,NA,,
AT3G08030,,F17A17.37 protein [Source:UniProtKB/TrEMBL;Acc:Q9SFB1],0.508331315,0.02907036,,,,p,em24,-1.01862733930098,1.30883582863048e-06,NA,NA,,
AT1G73620,,Pathogenesis-related thaumatin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C9U9],0.508565577,0.027962152,,,,p,em24,-0.4458909923406,0.00130314702576688,NA,NA,,
AT4G13505,NA,NA,0.509175687,0.044663037,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT4G13510,AMT1;1,Ammonium transporter [Source:UniProtKB/TrEMBL;Acc:A0A178V540],0.510549231,0.043403983,P54144,AMT1-1,UniProtKB Gene Name,p,em24,1.44581891451789,4.02400475735604e-08,0.808,0.00075,,
AT5G02250,EMB2730,"Ribonuclease II, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q6NQJ6]",0.511180112,0.047312723,Q6NQJ6,RNR1,UniProtKB Gene Name,p,nm2,-0.794913934083846,3.89104310977199e-05,NA,NA,,
AT4G18730,RPL16B,60S ribosomal protein L11-2 [Source:UniProtKB/Swiss-Prot;Acc:P42794],0.511933664,0.037375743,P42794,RPL11C,UniProtKB Gene Name,p,em24,-0.213575829480143,0.043948383794223,NA,NA,,
AT5G60670,,60S ribosomal protein L12-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF52],0.513112546,0.041547675,Q9FF52,RPL12C,UniProtKB Gene Name,p,em24,-0.520308608452588,0.000198096469179798,NA,NA,,
AT4G18370,DEG5,"Protease Do-like 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SEL7]",0.514003368,0.043808165,,DEGP5,UniProtKB Gene Name,p,nm2,-0.966517443021979,3.66338836251415e-06,NA,NA,,
AT5G64310,AGP1,Classical arabinogalactan protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LCN5],0.514592306,0.038277492,Q8LCN5,AGP1,UniProtKB Gene Name,p,em24,-0.398496198759975,0.00302994274224621,NA,NA,,
AT4G12830,,AT4g12830/T20K18_180 [Source:UniProtKB/TrEMBL;Acc:Q93ZN4],0.516506836,0.04148679,,,,p,nm2,-1.56181176629759,5.19766212230764e-07,NA,NA,,
AT4G02500,ATXT2,Xyloglucan 6-xylosyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:O22775],0.51715173,0.032593748,O22775,XXT2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G25230,,Calcineurin-like metallo-phosphoesterase superfamily protein [Source:TAIR;Acc:AT1G25230],0.456555228,0.033586253,Q8VYU7,,,p,em2,-1.42177504073536,1.06566551461076e-06,NA,NA,,
AT2G02710,PLP,Protein TWIN LOV 1 [Source:UniProtKB/Swiss-Prot;Acc:O64511],0.518119307,0.035677434,,TLP1,UniProtKB Gene Name,p,nm2,-1.13889816299936,4.85694516305347e-06,NA,NA,,
AT3G29360,,UDP-glucose 6-dehydrogenase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIA8],0.521542355,0.009279826,Q9LIA8,UGD2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G02200,,Drought-responsive family protein [Source:UniProtKB/TrEMBL;Acc:F4JH94],0.46185536,0.023030148,,,,p,em2,0.669695834337924,9.95348630108096e-06,NA,NA,,
AT2G45660,AGL20,SOC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZL4],0.522371782,0.013054576,O64645,SOC1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G18960,FRS12,Protein FAR1-RELATED SEQUENCE 12 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7I5],0.523116721,0.0452314,Q3E7I5,FRS12,UniProtKB Gene Name,p,em24,-0.298879363002779,0.0410122164376956,NA,NA,,
AT3G08760,ATSIK,ATSIK [Source:UniProtKB/TrEMBL;Acc:A0A384KX76],0.525741643,0.034054374,,ATSIK,TAIR Gene Name,p,em24,0.71437273140492,7.36753334399993e-05,NA,NA,,
AT2G18290,APC10,Anaphase-promoting complex subunit 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPW2],0.463303897,0.01125911,Q9ZPW2,APC10,UniProtKB Gene Name,p,em2,-0.958032548155548,1.21282450781702e-06,NA,NA,,
AT2G01870,,At2g01870 [Source:UniProtKB/TrEMBL;Acc:Q9SIS7],0.468359433,0.0406943,,,,p,em2,-1.26679532866591,3.81156172717632e-07,NA,NA,,
AT1G78970,LUP1,Lupeol synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5M3],0.528256935,0.031242177,Q9C5M3,LUP1,UniProtKB Gene Name,p,nm2,-1.0219656641853,7.42946006916256e-06,NA,NA,,
AT2G33370,,60S ribosomal protein L23 [Source:UniProtKB/Swiss-Prot;Acc:P49690],0.528499376,0.033893271,,RPL23A,UniProtKB Gene Name,p,em24,-0.379812434570532,0.00332312012585108,NA,NA,,
AT1G73110,,At1g73110/F3N23_39 [Source:UniProtKB/TrEMBL;Acc:Q9AST9],0.529236595,0.04322765,,,,p,nm2,-1.44562802928374,3.52896360027051e-08,NA,NA,,
AT3G61420,,General transcription and DNA repair factor IIH subunit TFB1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M322],0.529628127,0.025409858,,TFB1-3,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G14420,,AT4g14420/dl3250c [Source:UniProtKB/TrEMBL;Acc:O23298],0.530678282,0.006149543,,,,p,em24,NA,NA,NA,NA,,
AT4G32440,,Plant Tudor-like RNA-binding protein [Source:UniProtKB/TrEMBL;Acc:Q0WP65],0.532474474,0.038560885,,,,p,nm2,0.462713172405625,0.00202043388192923,NA,NA,,
AT4G13940,HOG1,Adenosylhomocysteinase 1 [Source:UniProtKB/Swiss-Prot;Acc:O23255],0.532507972,0.017184548,,SAHH1,UniProtKB Gene Name,p,em24,0.185791602946862,0.0230878548303779,NA,NA,,
AT1G01170,,At1g01170 [Source:UniProtKB/TrEMBL;Acc:Q2HIQ2],0.473595923,0.002213515,,,,p,em2,-1.22970927195196,2.35643128279894e-07,NA,NA,,
AT3G19810,,"Large ribosomal RNA subunit accumulation protein YCED homolog 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LT27]",0.532929401,0.040339091,Q9LT27,,,p,nm2,-0.744979754899273,1.35662595052746e-05,NA,NA,,
AT5G41670,,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178UQL8]",0.533099307,0.011687444,Q9FFR3,PGD3,UniProtKB Gene Name,p,em24,1.13673891706576,8.5818311168614e-07,NA,NA,,
AT3G12685,,Acid phosphatase/vanadium-dependent haloperoxidase-related protein [Source:UniProtKB/TrEMBL;Acc:Q93ZZ7],0.534640202,0.022694825,,,,p,nm2,-1.45218536294455,1.85403204340645e-07,NA,NA,,
AT3G19540,,AT3g19540/T31J18_4 [Source:UniProtKB/TrEMBL;Acc:Q9LH41],0.534832045,0.045588154,,,,p,em24,NA,NA,NA,NA,,
AT2G34520,RPS14,At2g34520 [Source:UniProtKB/TrEMBL;Acc:Q9SMX4],0.535669188,0.012606356,,RPS14,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT4G18740,,Rho termination factor [Source:UniProtKB/TrEMBL;Acc:F4JRN0],0.53710559,0.017528342,,,,p,nm2,-0.724097602492855,0.00109150471180651,NA,NA,,
AT1G49180,,Serine/threonine-protein kinase ATG1t [Source:UniProtKB/Swiss-Prot;Acc:F4I1N8],0.537891167,0.027001844,,,,p,nm2,-0.515249488684953,0.00148380626788314,NA,NA,,
AT1G55890,,"Pentatricopeptide repeat-containing protein At1g55890, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LG23]",0.539219433,0.035625814,Q9LG23,,,p,em24,-0.317358290422219,0.0109780861860555,NA,NA,,
AT4G16155,,"Dihydrolipoyl dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4JLP5]",0.539277092,0.028429013,F4JLP5,LPD2,UniProtKB Gene Name,p,nm2,-1.22003563938835,4.87810377925324e-07,NA,NA,,
AT2G28605,,"PsbP domain-containing protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VY52]",0.476467306,0.02647336,Q8VY52,PPD2,UniProtKB Gene Name,p,em2,-1.44245151172596,6.30604609236829e-07,NA,NA,,
AT2G30615,,F-box/LRR protein [Source:UniProtKB/TrEMBL;Acc:Q58G02],0.484020558,0.041316782,,,,r,em2,NA,NA,NA,NA,,
AT4G23260,CRK18,Cysteine-rich receptor-like protein kinase 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX80],0.541188829,0.01750819,Q8RX80,CRK18,UniProtKB Gene Name,p,nm2,0.60330166680236,0.000187623765714123,NA,NA,,
ATMG00030,ORF107A,Uncharacterized mitochondrial protein AtMg00030 [Source:UniProtKB/Swiss-Prot;Acc:P93276],0.495003079,0.019190928,P93276,ORF107A,TAIR Gene Name,r,em2,NA,NA,NA,NA,,
AT5G16180,CRS1,"Chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LF10]",0.543967647,0.022694825,Q9LF10,CRS1,TAIR Gene Name,p,nm2,-0.607032388843739,0.000428500992670304,NA,NA,,
AT4G19160,,unknown protein; Ha. [Source:TAIR;Acc:AT4G19160],0.544074278,0.048957731,,,,p,en6,-0.477345711397084,0.00102164175740472,NA,NA,,
AT1G76630,,Tetratricopeptide repeat protein SKI3 [Source:UniProtKB/Swiss-Prot;Acc:F4I3Z5],0.545848702,0.040339091,F4I3Z5,SKI3,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G22210,,At3g22210 [Source:UniProtKB/TrEMBL;Acc:Q8LA01],0.501513914,0.005913477,,,,p,em2,-1.80817615996997,5.37790700690752e-09,NA,NA,,
AT3G22420,WNK2,With no lysine (K) kinase 2 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMD0],0.548759818,0.025965175,Q8S8Y9,WNK2,TAIR Gene Name,p,nm2,-0.743867274110468,1.57998651386272e-05,NA,NA,,
AT5G06660,,Calcium load-activated calcium channel [Source:UniProtKB/TrEMBL;Acc:Q9FG04],0.549208118,0.023601008,,,,p,em24,-0.447092255266832,0.000881752565067155,NA,NA,,
AT1G21350,,Thioredoxin superfamily protein [Source:TAIR;Acc:AT1G21350],0.549238236,0.044637912,,,,p,nm2,-1.29741189247065,1.27333825351994e-06,NA,NA,,
AT2G29570,PCNA2,Proliferating cell nuclear antigen 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW35],0.550161038,0.020082232,Q9ZW35,PCNA2,UniProtKB Gene Name,p,em24,-0.788766057004531,0.000107328063997256,NA,NA,,
AT1G08830,CSD1,Superoxide dismutase [Cu-Zn] 1 [Source:UniProtKB/Swiss-Prot;Acc:P24704],0.550390579,0.012121142,P24704,CSD1,UniProtKB Gene Name,p,nm2,0.427074451368005,5.26938708026892e-05,NA,NA,,
AT2G28190,CSD2,"Superoxide dismutase [Cu-Zn] 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O78310]",0.550483965,0.035677434,O78310,CSD2,UniProtKB Gene Name,p,nm2,-0.561990346099461,8.54164306746106e-06,NA,NA,,
AT4G20860,,Berberine bridge enzyme-like 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUC6],0.550871236,0.009913889,Q9SUC6,FAD-OXR,UniProtKB Gene Name,p,em24,1.04369500721451,1.70098452482667e-06,0.866,0.0038,,
AT2G31150,,ATP binding / ATPase [Source:UniProtKB/TrEMBL;Acc:F4IPY0],0.552814123,0.007820728,,,,p,nm2,NA,NA,NA,NA,,
AT2G03760,ST,Cytosolic sulfotransferase 12 [Source:UniProtKB/Swiss-Prot;Acc:P52839],0.554680791,0.0494874,P52839,SOT12,UniProtKB Gene Name,p,em24,1.26564238660147,2.22233624764609e-07,4.298,8.3e-05,,
AT2G25520,,Probable sugar phosphate/phosphate translocator At2g25520 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKJ7],0.555327831,0.033055413,Q9SKJ7,,,p,em24,0.374697435184911,0.00264425760616944,NA,NA,,
AT4G04950,,Monothiol glutaredoxin-S17 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPH2],0.555415926,0.0452314,Q9ZPH2,GRXS17,UniProtKB Gene Name,p,em24,0.326062320324816,0.0166548807890907,NA,NA,,
AT3G22210,,At3g22210 [Source:UniProtKB/TrEMBL;Acc:Q8LA01],0.55567454,0.001904647,,,,p,nm2,-1.80817615996997,5.37790700690752e-09,NA,NA,,
AT3G62420,ATBZIP53,bZIP transcription factor 53 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZP8],0.555770265,0.032602498,Q9LZP8,BZIP53,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G62422,NA,NA,0.555770265,0.032602498,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT3G02380,COL2,Zinc finger protein CONSTANS-LIKE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q96502],0.556525284,0.005086029,Q96502,COL2,UniProtKB Gene Name,p,nm2,-0.342195317461871,0.00865935746450743,NA,NA,,
AT5G48380,BIR1,Probably inactive leucine-rich repeat receptor-like protein kinase At5g48380 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASS4],0.557587328,0.027040054,Q9ASS4,BIR1,TAIR Gene Name,p,em24,1.31286429697695,3.23228530631794e-08,NA,NA,,
AT3G02340,,At3g02340 [Source:UniProtKB/TrEMBL;Acc:Q9FWA5],0.558264456,0.04301715,,,,p,em24,0.684480150646443,0.00023937133197675,NA,NA,,
AT3G54470,,Uridine 5'-monophosphate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q42586],0.55989483,0.042001145,Q42586,PYRE-F,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G30170,,Probable protein phosphatase 2C 26 [Source:UniProtKB/Swiss-Prot;Acc:O64730],0.560903247,0.01145269,,,,p,nm2,-0.629462291153417,0.000490089655261891,NA,NA,,
AT2G24960,,Myb/SANT-like DNA-binding domain protein [Source:UniProtKB/TrEMBL;Acc:Q9SK37],0.561309672,0.02875947,,,,p,nm2,NA,NA,NA,NA,,
AT1G65950,,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4ID59],0.561966498,0.039952548,,,,p,nm2,NA,NA,NA,NA,,
AT1G29900,CARB,"Carbamoyl-phosphate synthase large chain, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42601]",0.562082784,0.017673332,Q42601,CARB,UniProtKB Gene Name,p,em24,-0.362103779241904,0.0199366696784609,NA,NA,,
AT1G67080,ABA4,"Protein ABA DEFICIENT 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LFP9]",0.502492952,0.026489004,,ABA4,UniProtKB Gene Name,p,em2,-0.53674479974803,0.000205161992130757,NA,NA,,
AT2G37520,,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IQY0],0.56255963,0.040339091,,,,p,nm2,NA,NA,NA,NA,,
AT1G02120,VAD1,"Protein VASCULAR ASSOCIATED DEATH 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4HVW5]",0.563569224,0.005602253,,VAD1,UniProtKB Gene Name,p,en6,0.588635386961704,0.000185971272423938,NA,NA,,
AT5G62470,MYB96,Transcription factor MYB96 [Source:UniProtKB/Swiss-Prot;Acc:Q24JK1],0.564833547,0.023601008,,MYB96,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT3G52060,,GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4],0.503461147,0.019873166,,,,p,em2,NA,NA,NA,NA,,
AT3G52070,,At3g52070 [Source:UniProtKB/TrEMBL;Acc:Q9SUZ7],0.507345882,0.046066687,,,,p,em2,NA,NA,NA,NA,,
AT2G18440,NA,NA,0.565719999,0.027001844,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT5G62980,FOLB2,Dihydroneopterin aldolase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FM54],0.566187744,0.009738672,Q9FM54,FOLB2,UniProtKB Gene Name,p,nm2,-0.631804863686743,0.00141723831549486,NA,NA,,
AT1G13080,CYP71B2,Cytochrome P450 71B2 [Source:UniProtKB/Swiss-Prot;Acc:O65788],0.566561818,0.044455917,,CYP71B2,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G65210,TGA1,Transcription factor TGA1 [Source:UniProtKB/Swiss-Prot;Acc:Q39237],0.566897203,0.008201015,Q39237,TGA1,UniProtKB Gene Name,p,nm2,0.256682526886961,0.0386650922944164,NA,NA,,
AT1G34150,,tRNA pseudouridine synthase [Source:UniProtKB/TrEMBL;Acc:Q9C5K6],0.567336193,0.041342439,,,,p,nm2,NA,NA,NA,NA,,
AT1G70820,,At1g70820 [Source:UniProtKB/TrEMBL;Acc:Q9SSL0],0.567987668,0.042310133,,,,p,en6,-1.94831445497462,3.3155474503394e-07,NA,NA,,
AT4G13040,,Integrase-type DNA-binding superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JS76],0.571355423,0.032130519,,,,p,nm2,NA,NA,NA,NA,,
AT5G38140,NF-YC12,Nuclear transcription factor Y subunit C-10 [Source:UniProtKB/Swiss-Prot;Acc:Q58CM8],0.571849944,0.039268887,Q58CM8,NFYC10,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G61010,,Ferritin [Source:UniProtKB/TrEMBL;Acc:F4JD24],0.573213004,0.01889544,,,,p,nm2,NA,NA,NA,NA,,
AT5G26010,,Probable protein phosphatase 2C 72 [Source:UniProtKB/Swiss-Prot;Acc:Q9XGZ9],0.573616625,0.048788005,Q9XGZ9,,,p,nm2,NA,NA,NA,NA,,
AT3G25600,,Probable calcium-binding protein CML16 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI84],0.573850443,0.040269384,Q9LI84,CML16,UniProtKB Gene Name,p,em24,0.793516707462252,1.55177022467589e-05,NA,NA,,
AT3G54500,,BEST Arabidopsis thaliana protein match is: dentin sialophosphoprotein-related (TAIR:AT5G64170.1); Ha. [Source:TAIR;Acc:AT3G54500],0.573997269,0.003375182,,,,p,nm2,NA,NA,NA,NA,,
AT3G47450,ATNOS1,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT3G47450],0.574370236,0.01145269,Q66GP9,ATNOS1,TAIR Gene Name,p,nm2,-1.47072775218631,4.87810377925324e-07,NA,NA,,
AT2G01670,atnudt17,"Nudix hydrolase 17, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU95]",0.518011141,0.039482829,Q9ZU95,NUDT17,UniProtKB Gene Name,p,em2,0.395704689378364,0.0148567485886285,NA,NA,,
AT3G52072,NA,NA,0.521580131,0.038491976,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT1G54000,,GDSL esterase/lipase 22 [Source:UniProtKB/Swiss-Prot;Acc:Q1H583],0.576617889,0.031797225,Q1H583,GLL22,UniProtKB Gene Name,p,em24,-0.724094846087052,1.81505375990509e-05,NA,NA,,
AT1G51660,ATMKK4,MKK4 [Source:UniProtKB/TrEMBL;Acc:A0A178WCC0],0.577400969,0.015646349,O80397,MKK4,UniProtKB Gene Name,p,em24,1.14757321872668,5.9640104142737e-07,0.757,0.0029,,
AT2G20270,,Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IUG7],0.52646066,0.031359185,,,,r,em2,-0.737621602741006,8.26791334106819e-06,NA,NA,,
AT5G04720,ADR1-L2,Probable disease resistance protein At5g04720 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ25],0.578757118,0.00557062,Q9LZ25,ADR1-L2,TAIR Gene Name,p,em24,1.69856304388077,1.21212893394858e-08,NA,NA,,
AT5G66180,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JZ42],0.527581616,0.022403754,,,,r,em2,0.270050325181387,0.0289601151447921,NA,NA,,
AT2G46505,SDH4,SDH4 [Source:UniProtKB/TrEMBL;Acc:A0A178VQB2],0.579845126,0.007415805,Q941A0,SDH4,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G34970,,At2g34970 [Source:UniProtKB/TrEMBL;Acc:O64760],0.581356825,0.043403983,,,,p,em24,NA,NA,NA,NA,,
AT5G63195,NA,NA,0.532730805,0.026621109,NA,NA,NA,r,em2,NA,NA,NA,NA,,
AT3G18190,,T-complex protein 1 subunit delta [Source:UniProtKB/Swiss-Prot;Acc:Q9LV21],0.582598363,0.031261515,Q9LV21,CCT4,UniProtKB Gene Name,p,em24,-0.275469509906462,0.0126349932609263,NA,NA,,
AT4G15000,,60S ribosomal protein L27 [Source:UniProtKB/TrEMBL;Acc:Q0WRB8],0.584290392,0.0268915,P51419,RPL27C,UniProtKB Gene Name,p,em24,-0.465647076052752,0.000169063514116575,NA,NA,,
AT3G52060,,GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4],0.585343174,0.001944902,,,,p,en2,NA,NA,NA,NA,,
AT3G53430,,60S ribosomal Protein L12-like [Source:UniProtKB/TrEMBL;Acc:Q0WW72],0.586895754,0.006768095,Q9LFH5,RPL12B,UniProtKB Gene Name,p,em24,-0.214122234988295,0.0176187729382212,NA,NA,,
AT1G52240,ATROPGEF11,ROPGEF11 [Source:UniProtKB/TrEMBL;Acc:A0A178W8V0],0.588276782,0.027535889,Q9M811,ROPGEF11,UniProtKB Gene Name,p,en2,NA,NA,NA,NA,,
AT3G55080,,At3g55080 [Source:UniProtKB/TrEMBL;Acc:Q5PP40],0.588961888,0.011327975,,,,p,nm2,-0.740135957687816,4.16584982589827e-05,NA,NA,,
AT2G29360,,Tropinone reductase homolog At2g29360 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW19],0.589335479,0.008388529,Q9ZW19,SDR,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G04400,emb2171,60S ribosomal protein L23 [Source:UniProtKB/Swiss-Prot;Acc:P49690],0.59063235,0.049097839,,RPL23A,UniProtKB Gene Name,p,en24,-0.154359073918954,0.0425439946535968,NA,NA,,
AT5G02130,NDP1,At5g02130 [Source:UniProtKB/TrEMBL;Acc:Q9LZL9],0.539510341,0.000142867,,NDP1,TAIR Gene Name,p,em2,NA,NA,NA,NA,,
AT2G04690,,Pyridoxamine 5'-phosphate oxidase family protein [Source:TAIR;Acc:AT2G04690],0.540495409,0.032938816,,,,p,em2,0.870189515276127,1.9223687410187e-05,NA,NA,,
AT3G52060,,GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4],0.543673157,0.012597245,,,,r,em2,NA,NA,NA,NA,,
AT3G17860,JAZ3,Protein TIFY 6B [Source:UniProtKB/Swiss-Prot;Acc:Q9LVI4],0.594309474,0.01868525,,TIFY6B,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G02380,COL2,Zinc finger protein CONSTANS-LIKE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q96502],0.548130125,0.027281421,Q96502,COL2,UniProtKB Gene Name,p,em2,-0.342195317461871,0.00865935746450743,NA,NA,,
AT4G10060,,Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:F4JLJ2],0.595691386,0.024702401,,,,p,nm2,-1.20332938727275,2.79801700540596e-07,NA,NA,,
AT2G04530,CPZ,"tRNase Z TRZ2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8L633]",0.596354856,0.040665554,Q8L633,TRZ2,UniProtKB Gene Name,p,nm2,-1.28098102289851,1.63516558795345e-06,NA,NA,,
AT5G63190,,MA3 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q94BR1],0.562251472,0.009582836,,,,r,em2,0.520040427471052,0.000200107143066606,NA,NA,,
AT3G41768,NA,NA,0.59752661,0.03422804,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT1G26560,BGLU40,Beta-glucosidase 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZE0],0.597934027,0.002724583,Q9FZE0,BGLU40,UniProtKB Gene Name,p,nm2,-0.502421414470013,0.0177661403280699,NA,NA,,
AT1G20430,,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q94B54],0.598514,0.008485352,,,,p,em24,NA,NA,NA,NA,,
AT1G07610,MT1C,Metallothionein-like protein 1C [Source:UniProtKB/Swiss-Prot;Acc:Q38804],0.59863549,0.001408416,Q38804,MT1C,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G50550,,At3g50550 [Source:UniProtKB/TrEMBL;Acc:Q8L8Y4],0.565072385,0.028917209,,,,p,em2,NA,NA,NA,NA,,
AT3G62910,APG3,"Peptide chain release factor APG3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RX79]",0.600441974,0.01910475,Q8RX79,APG3,UniProtKB Gene Name,p,nm2,-1.64441506121827,1.71344511283597e-08,NA,NA,,
AT3G57470,,Insulin-degrading enzyme-like 2 [Source:UniProtKB/Swiss-Prot;Acc:F4J3D9],0.60142565,0.034995912,,,,p,nm2,-0.50021386497296,0.00198223598852886,NA,NA,,
AT5G57630,CIPK21,CBL-interacting serine/threonine-protein kinase 21 [Source:UniProtKB/Swiss-Prot;Acc:Q94CG0],0.565356189,0.032073039,,CIPK21,UniProtKB Gene Name,r,em2,-0.951472105272739,6.2034467561018e-05,NA,NA,,
AT5G65920,,U-box domain-containing protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN9],0.602063176,0.049263257,Q9FHN9,PUB31,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G62510,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SXE6],0.574506574,0.025070923,,,,r,em2,-3.05129821865104,5.89181354390732e-10,NA,NA,,
AT2G06025,,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GUT5],0.602840126,0.006577291,,,,p,nm2,NA,NA,NA,NA,,
AT4G04330,,"Chaperonin-like RBCX protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94AU9]",0.575346163,0.01813917,Q94AU9,RBCX1,UniProtKB Gene Name,p,em2,-2.6770116442334,1.31749948192546e-08,NA,NA,,
AT3G46130,MYB48,myb domain protein 48 [Source:TAIR;Acc:AT3G46130],0.604287312,0.000593891,,ATMYB48,TAIR Gene Name,p,nm2,-0.768366764327986,5.82146905742897e-05,NA,NA,,
AT1G52870,,At1g52870/F14G24_14 [Source:UniProtKB/TrEMBL;Acc:Q9C933],0.578379067,0.027083473,,,,r,em2,0.508247398345044,0.000531664564373664,NA,NA,,
