Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT4G15610,"AT4G15610.1,AT4G15610.2",5714.68161520417,-0.381021216337684,0.0921210969194507,-4.13609074445611,3.53272536280856e-05,0.00372209442200929,AT4G15610,,"Q9FE29,",827238,CASP-like protein 1D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE29],,
AT4G16980,AT4G16980.1,6704.78280985594,0.372603233593577,0.0887076437492519,4.20035092631709,2.66501591572609e-05,0.003009953771182,AT4G16980,,,827406,Arabinogalactan family protein [Source:UniProtKB/TrEMBL;Acc:Q9FT76],,
AT4G16983,AT4G16983.1,6704.14874305813,0.37237304579616,0.0887517192938693,4.19567134877896,2.72064512225855e-05,0.00306118775888239,AT4G16983,,,28720141,,,
AT4G17090,AT4G17090.1,503.389335119979,0.243011205219486,0.0728792651841001,3.33443544752566,0.000854727368759409,0.0363557859547779,AT4G17090,CT-BMY,O23553,827419,"Beta-amylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23553]",BAM3,UniProtKB Gene Name
AT4G17230,"AT4G17230.1,AT4G17230.2","377.471490691707,376.96650182692","-0.249553988067765,-0.251858881711803","0.0773360361294508,0.0780422460542111","-3.22687844577454,-3.22721211197397","0.00125148612971834,0.0012500275850072",0.045506782841234,AT4G17230,SCL13,",Q9M0M5",827435,SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230],SCL13,TAIR Gene Name
AT4G17250,AT4G17250.2,57.3309657166105,-0.478927847800721,0.148479126644469,-3.22555674069598,0.00125727911215867,0.0455787701987223,AT4G17250,,,827439,AT4g17250/dl4660w [Source:UniProtKB/TrEMBL;Acc:Q93ZA8],,
AT4G17490,AT4G17490.1,420.558676964055,-0.729181982867144,0.106536281135297,-6.84444749804161,7.67715862160968e-12,1.27172132566964e-08,AT4G17490,ATERF6,Q8VZ91,827463,Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91],ERF6,UniProtKB Gene Name
AT4G17500,AT4G17500.1,1438.76566922158,-0.595348466068881,0.149333170702452,-3.98671281985381,6.6995034706965e-05,0.00612757960079011,AT4G17500,ATERF-1,O80337,827464,Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337],ERF1A,UniProtKB Gene Name
AT4G17900,"AT4G17900.1,AT4G17900.2","252.12386607039,251.530639294822","-0.393124200229854,-0.399824386304547","0.0962961359099909,0.0976092949219421","-4.08245041729724,-4.09617123680983","4.45633216700565e-05,4.2003928764954e-05","0.00444396174660895,0.00427450902383834",AT4G17900,,,827514,At4g17900 [Source:UniProtKB/TrEMBL;Acc:Q0WUB8],,
AT4G18210,AT4G18210.1,108.353820880753,-0.495230401991172,0.132342785169716,-3.74202795684017,0.000182541201733404,0.0124549908743362,AT4G18210,ATPUP10,O49725,827546,Probable purine permease 10 [Source:UniProtKB/Swiss-Prot;Acc:O49725],PUP10,UniProtKB Gene Name
AT4G18880,AT4G18880.1,262.684733978021,-0.402865282816485,0.120612666597605,-3.34015733323056,0.000837309396237415,0.0361621466182449,AT4G18880,AT-HSFA4A,O49403,827622,HSF A4A [Source:UniProtKB/TrEMBL;Acc:A0A178UUP9],HSFA4A,UniProtKB Gene Name
AT4G19100,"AT4G19100.1,AT4G19100.2","286.952622892395,278.851551782767","0.361566299945391,0.333822437503155","0.0948592957629664,0.0965653005907998","3.81160641176243,3.45696057963661","0.000138066595239759,0.000546304758195545","0.0105744000886571,0.0268798167906214",AT4G19100,PAM68,"O49668,",2745715,"Protein PAM68, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O49668]",PAM68,UniProtKB Gene Name
AT4G19160,"AT4G19160.1,AT4G19160.4,AT4G19160.2",1396.440753852,-0.264212884144212,0.0776593442069082,-3.40220339023554,0.000668448705600203,0.0306632846998173,AT4G19160,,,827654,unknown protein; Ha. [Source:TAIR;Acc:AT4G19160],,
AT4G19510,"AT4G19510.6,AT4G19510.9,AT4G19510.3,AT4G19510.4,AT4G19510.5,AT4G19510.7,AT4G19510.10,AT4G19510.2",26.7110532149447,0.730520930227968,0.226767920838702,3.22144740546252,0.00127544869635498,0.0459300166415656,AT4G19510,,"F4JT80,",827692,Disease resistance protein (TIR-NBS-LRR class) [Source:TAIR;Acc:AT4G19510],,
AT4G19530,"AT4G19530.1,AT4G19530.2",273.642333753404,0.41415081020188,0.10007152412344,4.13854804180874,3.49510692129791e-05,0.00369551783944467,AT4G19530,,",O49471",827695,disease resistance protein (TIR-NBS-LRR class) family [Source:TAIR;Acc:AT4G19530],,
AT4G20830,AT4G20830.2,701.126528444007,-0.370261272902025,0.0926182200523846,-3.99771527343763,6.39568169677921e-05,0.00590402604188439,AT4G20830,,"Q9SVG4,",827831,Berberine bridge enzyme-like 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVG4],,
AT4G20835,AT4G20835.1,359.849476937528,-0.382772773628444,0.106602396648805,-3.59065823716389,0.000329843907690026,0.018804886798458,AT4G20835,,,28720160,,,
AT4G20860,AT4G20860.1,883.830028411592,-0.455302108768466,0.0957619913031684,-4.7545179728672,1.98920446043738e-06,0.000470731026959216,AT4G20860,,Q9SUC6,827834,Berberine bridge enzyme-like 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUC6],FAD-OXR,UniProtKB Gene Name
AT4G21510,"AT4G21510.2,AT4G21510.1","216.038034637524,217.236705776534","-0.330344982949192,-0.329512916590592","0.0962632600125116,0.0966662142371071","-3.43168289653037,-3.40877026364505","0.000599848499656294,0.000652564098493204","0.0286170923428028,0.0301120821259233",AT4G21510,,"O65416,",828236,F-box protein SKIP27 [Source:UniProtKB/Swiss-Prot;Acc:O65416],SKIP27,UniProtKB Gene Name
AT4G21560,"AT4G21560.3,AT4G21560.2","251.46439584998,250.761499306305","-0.260302240769332,-0.260256191603584","0.0816084678319035,0.081458812100442","-3.18964744327146,-3.19494214183577","0.00142446454314308,0.00139858875554806","0.0495603958960295,0.0489456818358879",AT4G21560,VPS28-1,O65421,828241,Vacuolar protein sorting-associated protein 28 homolog [Source:UniProtKB/TrEMBL;Acc:A0A178UVB3],VPS28-1,UniProtKB Gene Name
AT4G21850,"AT4G21850.2,AT4G21850.1","1002.77975697375,1002.81384112284","-0.38331589586123,-0.382994788485922","0.114953406790256,0.114997969143941","-3.33453271690005,-3.33044827953904","0.000854428484601008,0.000867062697912892","0.0363557859547779,0.0366192754442899",AT4G21850,ATMSRB9,"Q84JT6,",828273,MSRB9 [Source:UniProtKB/TrEMBL;Acc:A0A178V287],MSRB9,UniProtKB Gene Name
AT4G22530,AT4G22530.2,205.967561349357,-0.453019558675181,0.139934772822715,-3.23736230485839,0.00120640142841401,0.0446293689714896,AT4G22530,,,828348,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SUW6],,
AT4G22710,AT4G22710.1,91.6930635263843,-1.58335936620262,0.353362174586094,-4.48083999951965,7.43498350342221e-06,0.00109746981743337,AT4G22710,CYP706A2,,828367,Cytochrome P450 - like protein [Source:UniProtKB/TrEMBL;Acc:O49652],CYP706A2,TAIR Gene Name
AT4G22890,"AT4G22890.2,AT4G22890.4,AT4G22890.5,AT4G22890.1,AT4G22890.3","1376.19202335331,1222.84222646273,1216.68489334277","0.210217134785118,0.245975498467091,0.250475422607672","0.0646231312137755,0.0674942122505251,0.0675898617753832","3.25297042772058,3.64439394527754,3.70581350558254","0.00114205381975434,0.000268022625284658,0.000210713308629903","0.0430118437074205,0.0161121585042593,0.0136780186595649",AT4G22890,PGR5-LIKE A,",Q8H112",828388,PGR5-LIKE A [Source:UniProtKB/TrEMBL;Acc:A0A178UU76],PGRL1A,UniProtKB Gene Name
AT4G24230,"AT4G24230.2,AT4G24230.1,AT4G24230.3,AT4G24230.6,AT4G24230.4,AT4G24230.5,AT4G24230.2,AT4G24230.3,AT4G24230.4,AT4G24230.1,AT4G24230.6","1413.69534032527,1413.62751747382,1077.15309119522,1024.68644946279,1022.65061029346,678.129493941231,51.2956287341802,50.7315384399358","-0.355251745817033,-0.35543417486465,-0.405108745586914,-0.388923149396053,-0.388530159594094,-0.387452795449128,-0.53486671747193,-0.533991862376702","0.0935026691646045,0.0934983648171191,0.100653559014754,0.104221703738466,0.103955309847195,0.100643893987334,0.164269028773836,0.165606655429992","-3.79937545089369,-3.80150150818009,-4.02478312294484,-3.73169057351064,-3.73747295992092,-3.84973971195798,-3.25604115069268,-3.22445895057908","0.000145061191285881,0.000143821863201848,5.70278472727197e-05,0.000190199040810782,0.000185879073009633,0.000118243412483064,0.00112977376037041,0.00126210949520719","0.0109224483347755,0.0108723002762368,0.00543258569370825,0.0128017264105081,0.0125962643634732,0.00940177021335338,0.0428036394065622,0.0456702898283892",AT4G24230,ACBP3,"Q9STX1,",828524,Acyl-CoA-binding domain 3 [Source:UniProtKB/TrEMBL;Acc:B3H4G6],ACBP3,TAIR Gene Name
AT4G24240,"AT4G24240.1,AT4G24240.2","311.678004444965,312.499524115841","-0.251094231554434,-0.254253164038337","0.0722457921323507,0.0720298378841102","-3.4755551035338,-3.52983112980773","0.000509797247334712,0.000415824988466753","0.0255472681071918,0.0220616613542939",AT4G24240,WRKY7,"Q9STX0,",828525,Probable WRKY transcription factor 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9STX0],WRKY7,UniProtKB Gene Name
AT4G24280,AT4G24280.1,1668.41636613817,0.231857068693371,0.0574638018732746,4.03483690836689,5.46402370741211e-05,0.00522182034884317,AT4G24280,cpHsc70-1,Q9STW6,828531,"Heat shock 70 kDa protein 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9STW6]",HSP70-6,UniProtKB Gene Name
AT4G24570,AT4G24570.1,209.555834976879,-0.908684921269005,0.132749466599473,-6.84511165691275,7.64162451518852e-12,1.27172132566964e-08,AT4G24570,DIC2,Q9SB52,828559,DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9],PUMP4,UniProtKB Gene Name
AT4G24990,"AT4G24990.2,AT4G24990.1",23.7585118866875,-0.746508167984059,0.224979910287589,-3.31811034607405,0.000906286734520972,0.0376361442384566,AT4G24990,ATGP4,Q9SW27,828602,Membrane-anchored ubiquitin-fold protein [Source:UniProtKB/TrEMBL;Acc:A0A178V221],MUB3,UniProtKB Gene Name
AT4G25050,"AT4G25050.2,AT4G25050.1","6659.62556880898,6675.23533601022","0.217004556752763,0.215505854666185","0.0671697406940098,0.0670366853932028","3.23068921378337,3.21474508177334","0.0012349213644474,0.00130560409622244","0.045124571475157,0.0466902933161413",AT4G25050,ACP4,"Q9SW21,",828608,Acyl carrier protein 4 [Source:UniProtKB/TrEMBL;Acc:F4JRT7],ACP4,TAIR Gene Name
AT4G25690,"AT4G25690.2,AT4G25690.1","464.198461614431,472.451561836867","-0.278229405791516,-0.280699534279586","0.0822819552662231,0.0822008488283244","-3.38141461139694,-3.41480092092266","0.000721136418818676,0.000638286445425599","0.0322106488979925,0.0297458314426611",AT4G25690,,,828674,AT4G25690 protein [Source:UniProtKB/TrEMBL;Acc:Q9SZZ7],,
AT4G25890,AT4G25890.1,1223.27102761232,0.311001947372362,0.0855413449817934,3.63569157626123,0.000277235871175202,0.0164340794648727,AT4G25890,,Q9SVZ6,828695,60S acidic ribosomal protein P3-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVZ6],RPP3A,UniProtKB Gene Name
AT4G26080,AT4G26080.1,364.601753363824,-0.288848782384155,0.0795566452865813,-3.63073105136164,0.0002826195706428,0.0166868668076364,AT4G26080,ABI1,P49597,828714,Protein phosphatase 2C 56 [Source:UniProtKB/Swiss-Prot;Acc:P49597],ABI1,UniProtKB Gene Name
AT4G26190,"AT4G26190.4,AT4G26190.3,AT4G26190.5",122.737691407625,0.426319993378244,0.112789247252962,3.77979287708251,0.000156958871113265,0.0113593268446219,AT4G26190,,,828725,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JU71],,
AT4G26200,AT4G26200.1,247.953531277901,-0.626639599490108,0.134323310411728,-4.66515899265238,3.08378505531924e-06,0.000623812013200903,AT4G26200,ACS7,Q9STR4,828726,1-aminocyclopropane-1-carboxylate synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9STR4],ACS7,UniProtKB Gene Name
AT4G26288,AT4G26288.1,327.812104363671,-0.398691756709401,0.0881241559437495,-4.52420511084259,6.06229119537311e-06,0.000941454877981459,AT4G26288,,,5008166,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: oxidative stress 3 (TAIR:AT5G56550.1); Ha. [Source:TAIR;Acc:AT4G26288],,
AT4G26300,AT4G26300.1,366.510378726003,-0.365459201695919,0.0815573981553885,-4.4810061375379,7.42919746959219e-06,0.00109746981743337,AT4G26300,emb1027,",O23247",828736,"Arginyl-tRNA synthetase, class Ic [Source:TAIR;Acc:AT4G26300]",emb1027,TAIR Gene Name
AT4G26530,"AT4G26530.3,AT4G26530.2,AT4G26530.1","4639.4744416274,4627.18189254135,4628.37576635617","0.392274624430067,0.391477798419442,0.39177106960025","0.0907791923119641,0.0907560343508737,0.0907578277308938","4.32119535809494,4.31351811721898,4.31666424147889","1.55186199040943e-05,1.60676966073522e-05,1.58404827150402e-05","0.00195128491893526,0.00198792742631295,0.00196798197130981",AT4G26530,,O65581,828759,Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:A0A178V385],FBA5,UniProtKB Gene Name
AT4G26850,AT4G26850.1,1483.6032534659,0.397815234821879,0.0733151691740137,5.42609720885542,5.75995972436041e-08,3.73358085002727e-05,AT4G26850,VTC2,Q8RWE8,828792,GDP-L-galactose phosphorylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWE8],VTC2,UniProtKB Gene Name
AT4G27120,"AT4G27120.1,AT4G27120.3,AT4G27120.2","46.5288500187358,45.7061100028557","0.540782095046189,0.53661537755701","0.163694906557653,0.16312974180685","3.30359756707351,3.28950056325338","0.00095452747767502,0.0010036535568257","0.0389345359806239,0.0397422816784488",AT4G27120,,"Q94C53,",828820,DDRGK domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94C53],,
AT4G27310,AT4G27310.1,199.537880608399,0.415662605272931,0.108553842013568,3.82909160618172,0.000128617128432737,0.0100392065928768,AT4G27310,,,828839,BBX28 [Source:UniProtKB/TrEMBL;Acc:A0A178V4D3],,
AT4G27430,"AT4G27430.1,AT4G27430.2",421.54447183568,0.348036383831975,0.0874206607096608,3.98116853620982,6.8577301873118e-05,0.00623405307911817,AT4G27430,CIP7,O80386,828851,COP1-interacting protein 7 [Source:UniProtKB/Swiss-Prot;Acc:O80386],CIP7,TAIR Gene Name
AT4G27740,AT4G27740.1,180.27910129741,-0.282421257443372,0.0856918157351866,-3.29577865774415,0.000981493115087928,0.0396010557680335,AT4G27740,,Q2V3E2,828888,Protein yippee-like [Source:UniProtKB/TrEMBL;Acc:A0A178UUJ4],,
AT4G28190,"AT4G28190.1,AT4G28190.2","251.21567854069,250.617422170428","0.317776070347822,0.314152832761811","0.0927691885013101,0.0928314526182146","3.4254484218468,3.38412061754348","0.00061378546137549,0.000714066262802627","0.0289667236671021,0.0320170131699037",AT4G28190,ULT1,"Q8GZA8,",828934,"Developmental regulator, ULTRAPETALA [Source:UniProtKB/TrEMBL;Acc:F4JKJ1]",ULT1,TAIR Gene Name
AT4G28300,"AT4G28300.1,AT4G28300.2","569.700614237909,569.87756614963","-0.275313371190207,-0.27515509438032","0.0747290306923376,0.0747303445184012","-3.6841555234897,-3.68197278031506","0.000229462113236128,0.000231436125334604","0.0144343287560372,0.0145006060928801",AT4G28300,,,828945,Formin-like protein (DUF1421) [Source:UniProtKB/TrEMBL;Acc:Q8VZR8],,
AT4G29060,AT4G29060.1,4099.08346490294,0.21761365000464,0.0634338116238174,3.43056241512268,0.000602331385602142,0.0286896404544713,AT4G29060,emb2726,,829027,"Elongation factor Ts, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q9SZD6]",emb2726,TAIR Gene Name
AT4G29190,AT4G29190.1,938.641134915265,-0.519505239050522,0.105048181484275,-4.94539964148058,7.5987810548025e-07,0.000222147414131721,AT4G29190,,Q9M0G2,829040,Zinc finger CCCH domain-containing protein 49 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0G2],,
AT4G30996,AT4G30996.1,418.499115335018,-0.300709620178186,0.0768696979504504,-3.9119396614778,9.15577899897087e-05,0.00784476616127341,AT4G30996,,,829226,NKS1 [Source:UniProtKB/TrEMBL;Acc:A0A178UW02],,
AT4G31510,AT4G31510.1,149.781843591479,-0.34611596324568,0.107152545920007,-3.23012356145104,0.00123736729512123,0.0451586054328393,AT4G31510,,,829278,Major centromere autoantigen B-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SV19],,
AT4G31550,"AT4G31550.2,AT4G31550.3,AT4G31550.1","364.152607108296,364.312768389739,359.851380588338","-0.356377428364529,-0.356224778903017,-0.358545002320811","0.095069439910302,0.0951228644923926,0.0940738052945675","-3.74860132447157,-3.74489120784946,-3.81131603211033","0.000177823495188853,0.000180471962033444,0.000138228909585789","0.0122496509702986,0.0123704195217269,0.0105744000886571",AT4G31550,WRKY11,"Q9SV15,",829282,Probable WRKY transcription factor 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV15],WRKY11,UniProtKB Gene Name
AT4G31800,"AT4G31800.1,AT4G31800.3,AT4G31800.2","217.853967471234,224.129649719419,415.754371155039","-0.476340620776665,-0.471591499210051,-0.414439739890575","0.142317974775794,0.142368059606922,0.125612351241166","-3.34701657697902,-3.31248104744923,-3.29935500606054","0.000816863254147678,0.000924723913010933,0.000969072744184272","0.0356918073521257,0.0380835537489599,0.0392060271551458",AT4G31800,WRKY18,"Q9C5T4,",829308,WRKY like transcription factor [Source:UniProtKB/TrEMBL;Acc:Q0WTZ3],WRKY18,UniProtKB Gene Name
AT4G32480,AT4G32480.1,685.343231275432,-0.806927611747835,0.114525868826519,-7.04581087239031,1.84384557332308e-12,3.43612146623589e-09,AT4G32480,,,829383,AT4g32480/F8B4_180 [Source:UniProtKB/TrEMBL;Acc:Q9SUU4],,
AT4G32770,AT4G32770.1,176.03627094553,0.335407450254899,0.100536418581795,3.33617862050672,0.000849385712811504,0.0362556124524962,AT4G32770,VTE1,Q94FY7,829413,"Tocopherol cyclase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94FY7]",VTE1,UniProtKB Gene Name
AT4G32800,AT4G32800.1,62.9497659142872,0.725268839287125,0.204589652748697,3.54499276743968,0.000392623859291512,0.0212170543381501,AT4G32800,,Q9M080,829416,Ethylene-responsive transcription factor ERF043 [Source:UniProtKB/Swiss-Prot;Acc:Q9M080],ERF043,UniProtKB Gene Name
AT4G32980,"AT4G32980.1,AT4G32980.2",87.4690357166739,0.561900405860072,0.164176907061922,3.42253009826859,0.000620412286600569,0.0290862156439767,AT4G32980,ATH1,P48731,829435,Homeobox protein ATH1 [Source:UniProtKB/Swiss-Prot;Acc:P48731],ATH1,UniProtKB Gene Name
AT4G33010,"AT4G33010.1,AT4G33010.2","14656.4832380246,14656.4061533069","0.256598405348523,0.256584117182973","0.0634407779266917,0.0634425287636475","4.0446919746954,4.04435513815767","5.23919621540765e-05,5.24673372072977e-05",0.00504651159196772,AT4G33010,AtGLDP1,",Q94B78",829438,Glycine cleavage system P protein [Source:UniProtKB/TrEMBL;Acc:A0A178UTF1],GLDP1,UniProtKB Gene Name
AT4G33050,"AT4G33050.5,AT4G33050.4,AT4G33050.3,AT4G33050.6,AT4G33050.2,AT4G33050.1,AT4G33050.5,AT4G33050.3,AT4G33050.6,AT4G33050.2,AT4G33050.4,AT4G33050.1,AT4G33050.6,AT4G33050.5,AT4G33050.3,AT4G33050.2","272.531834363416,272.174945878607,271.904923500499,271.591239764905,233.911745745662,252.906636058235,168.670660347793,159.246345292493","-0.635389114454237,-0.634827745169435,-0.633206990433268,-0.635050160035711,-0.58147927467322,-0.596269120618219,-0.62862658004754,-0.597252767742759","0.136552749345036,0.137058020732957,0.137031618746725,0.137000992109661,0.158530930389204,0.154201536042831,0.158238401540802,0.157842770115822","-4.65306716636485,-4.6318175454053,-4.62088236440979,-4.63536906015537,-3.66792318221844,-3.86681699754664,-3.97265501879738,-3.78384621167322","3.27033662633359e-06,3.62469522463579e-06,3.82111402435027e-06,3.56301207955126e-06,0.000244528621206193,0.000110265107528043,7.10759509352755e-05,0.000154423263247782","0.00065007751458259,0.00069807982705237,0.000721102258633242,0.000694368177620783,0.0150332162855774,0.0090572306092663,0.0064026333203538,0.0113532049016181",AT4G33050,EDA39,",O82645",829442,calmodulin-binding family protein [Source:TAIR;Acc:AT4G33050],EDA39,TAIR Gene Name
AT4G33220,"AT4G33220.1,AT4G33220.2","1124.91803873086,1132.17560920874","0.256041328015002,0.257314560353981","0.0714537672385515,0.0712096387755404","3.5833146090142,3.61347936569459","0.000339261578610176,0.000302115408532708","0.0192314876224707,0.0175260488878506",AT4G33220,PME44,",Q9SMY7",829458,Probable pectinesterase/pectinesterase inhibitor 44 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMY7],PME44,UniProtKB Gene Name
AT4G33980,"AT4G33980.2,AT4G33980.1,AT4G33980.2,AT4G33980.1","574.813703246244,592.680838110957,555.104986591213","-0.622758397529806,-0.617623180295628,-0.744184245709564","0.102788398755523,0.104000092918799,0.100324443265263","-6.05864479911791,-5.93867912000671,-7.41777598248817","1.37273143487969e-09,2.87327611952081e-09,1.1910332577875e-13","1.16944951982308e-06,2.31547227177708e-06,2.53664561767499e-10",AT4G33980,,,829544,BEST Arabidopsis thaliana protein match is: cold regulated gene 27 (TAIR:AT5G42900.2); Ha. [Source:TAIR;Acc:AT4G33980],,
AT4G33985,AT4G33985.1,96.4785528916613,-0.634409794546742,0.134825376858217,-4.70541829238786,2.53345959684913e-06,0.000539572605708932,AT4G33985,,,829545,"Membrane insertase, putative (DUF1685) [Source:UniProtKB/TrEMBL;Acc:Q0WS40]",,
