gene,description
Solyc08g160780.1.1 ,Galactokinase (AHRD V3.11 *-* tr|A0A2G2XNT1|A0A2G2XNT1_CAPBA)
Solyc08g023660.3.1 ,Kirola (AHRD V3.3 *** A0A1U8F0U0_CAPAN)
Solyc08g023640.1.1 ,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3ADH2_CAPAN)
Solyc08g023630.3.1 ,U11/U12 small nuclear ribonucleoprotein 25 kDa protein-like (AHRD V3.3 *-* A0A2I4E0F9_9ROSI)
Solyc08g160250.1.1 ,MP domain-containing protein (AHRD V3.11 *** tr|A0A1Q3CRX0|A0A1Q3CRX0_CEPFO)
Solyc08g023600.1.1 ,Unknown protein
Solyc08g023590.4.1 ,WD40 repeat (AHRD V3.3 *** A0A200QX55_9MAGN)
Solyc08g023580.4.1 ,WD repeat-containing protein 48-like (AHRD V3.3 *-* A0A2I4FK32_9ROSI)
Solyc08g023570.2.1 ,WD40 repeat (AHRD V3.3 *-* A0A200Q1N2_9MAGN)
Solyc08g023550.1.1 ,Zinc finger MYM-type protein.1
Solyc08g023540.1.1 ,Unknown protein
Solyc08g023530.1.1 ,Unknown protein
Solyc08g023520.1.1 ,Unknown protein
Solyc08g023510.3.1 ,Unknown protein
Solyc08g023500.5.1 ,Metallo-hydrolase/oxidoreductase superfamily protein (AHRD V3.11 *** tr|A0A2U1PDH4|A0A2U1PDH4_ARTAN)
Solyc08g023490.5.1 ,Pentatricopeptide repeat (AHRD V3.11 *** tr|A0A200RE21|A0A200RE21_9MAGN)
Solyc08g023495.1.1 ,Aluminum induced protein with YGL and LRDR motifs (AHRD V3.3 *-* Q9FG81_ARATH)
Solyc08g023493.2.1 ,40S ribosomal protein S7 (AHRD V3.11 *-* tr|A0A1U8FVJ1|A0A1U8FVJ1_CAPAN)
Solyc08g160810.1.1 ,protein FAR1-RELATED SEQUENCE 5-like (AHRD V3.11 --* XP_025883762.1)
Solyc08g160820.1.1 ,protein FAR1-RELATED SEQUENCE 5-like (AHRD V3.11 *-* tr|A0A2I4GR29|A0A2I4GR29_9ROSI)
Solyc08g160800.1.1 ,protein FAR1-RELATED SEQUENCE 5-like (AHRD V3.11 *-* tr|A0A2I4E852|A0A2I4E852_9ROSI)
Solyc08g160790.1.1 ,protein FAR1-RELATED SEQUENCE 5-like (AHRD V3.11 *-* XP_025888960.1)
Solyc08g023480.1.1 ,Unknown protein
Solyc08g023470.3.1 ,geranyl pyrophosphate synthase
Solyc08g160830.1.1 ,Gag-pol polyprotein (AHRD V3.11 *** tr|A0A2K3M5B0|A0A2K3M5B0_TRIPR)
Solyc08g023460.5.1 ,ALA-interacting subunit (AHRD V3.11 *** tr|A0A2G3BRL9|A0A2G3BRL9_CAPCH)
Solyc08g023440.3.1 ,Early-responsive to dehydration stress protein (ERD4) (AHRD V3.3 *** A0A2U1KBS2_ARTAN)
Solyc08g023420.3.1 ,"phospholipase A1-Igamma1, chloroplastic (AHRD V3.3 *-* A0A2I4GUV8_9ROSI)"
Solyc08g023410.1.1 ,Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *-* Q9C8G6_ARATH)
Solyc08g160850.1.1 ,Lipoxygenase (AHRD V3.11 *-* tr|A0A2G2VMR9|A0A2G2VMR9_CAPBA)
Solyc08g160840.1.1 ,CHD3-type chromatin-remodeling factor PICKLE (AHRD V3.11 *-* tr|A0A2G2WKK8|A0A2G2WKK8_CAPBA)
Solyc08g160860.1.1 ,Zf-RVT domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3D9G4|A0A1Q3D9G4_CEPFO)
Solyc08g023380.1.1 ,Cellulose synthase (AHRD V3.3 *-* K4BTR6_SOLLC)
Solyc08g023370.1.1 ,Unknown protein
Solyc08g023360.4.1 ,Ubiquitin carboxyl-terminal hydrolase 20 (AHRD V3.11 *-* tr|A0A2G3DCT4|A0A2G3DCT4_CAPCH)
Solyc08g023345.1.1 ,Unknown protein
Solyc08g023330.1.1 ,Unknown protein
Solyc08g160870.1.1 ,DUF659 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3DB12|A0A1Q3DB12_CEPFO)
Solyc08g023280.4.1 ,Protein BREAST CANCER SUSCEPTIBILITY 1-like protein (AHRD V3.11 *** tr|A0A2G2W546|A0A2G2W546_CAPBA)
Solyc08g023270.3.1 ,myosin heavy chain-like protein (AHRD V3.3 *** AT4G03620.2)
Solyc08g160160.1.1 ,Zf-RVT domain-containing protein (AHRD V3.11 *** tr|A0A1Q3ATZ8|A0A1Q3ATZ8_CEPFO)
Solyc08g160880.1.1 ,Protein FAR-RED IMPAIRED RESPONSE 1 (AHRD V3.11 *-* tr|A0A1J3FSN2|A0A1J3FSN2_NOCCA)
Solyc08g160170.1.1 ,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic (AHRD V3.11 *-* tr|A0A2G2ZW71|A0A2G2ZW71_CAPAN)"
Solyc08g160890.1.1 ,Serine/threonine-protein kinase MAK (AHRD V3.11 *-* tr|A0A2G2XMD0|A0A2G2XMD0_CAPBA)
Solyc08g023277.2.1 ,MP domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3C322|A0A1Q3C322_CEPFO)
Solyc08g160900.1.1 ,lysine-specific demethylase JMJ25-like (AHRD V3.11 --* XP_026433795.1)
Solyc08g023240.1.1 ,Unknown protein
Solyc08g022240.1.1 ,"phospholipase A1-Igamma1, chloroplastic (AHRD V3.3 *** A0A2I4GUV8_9ROSI)"
Solyc08g022220.2.1 ,Unknown protein
Solyc08g022210.4.1 ,Methylthioribose-1-phosphate isomerase (AHRD V3.3 *** A0A1U8DRF1_CAPAN)
Solyc08g160260.1.1 ,Putative membrane lipoprotein Chr5:5797371-5797949 REVERSE LENGTH=192 201606 (AHRD V3.11 *** AT5G17590.1)
Solyc08g160910.1.1 ,DUF4219 domain-containing protein/UBN2 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3C7Q5|A0A1Q3C7Q5_CEPFO)
Solyc08g160920.1.1 ,DUF4219 domain-containing protein/UBN2 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3DIL4|A0A1Q3DIL4_CEPFO)
Solyc08g160930.1.1 ,RNA-directed DNA polymerase (AHRD V3.11 *-* tr|A0A2I0VXC8|A0A2I0VXC8_9ASPA)
Solyc08g022180.1.1 ,Cytochrome c biogenesis protein CcsA (AHRD V3.3 *-* K4ENL5_DATST)
Solyc08g022170.1.1 ,"NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (AHRD V3.3 *-* A0A1L6Z688_CAPCH)"
Solyc08g022150.2.1 ,"NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (AHRD V3.3 *** A0A2G3AVP7_CAPCH)"
Solyc08g022140.1.1 ,2Fe-2S ferredoxin-like superfamily protein (AHRD V3.3 *-* F4JV23_ARATH)
Solyc08g022130.3.1 ,Unknown protein
Solyc08g022133.1.1 ,Unknown protein
Solyc08g022137.1.1 ,Unknown protein
Solyc08g022120.3.1 ,hypothetical protein (AHRD V3.3 *** AT4G18400.1)
Solyc08g022110.2.1 ,bZIP transcription factor family protein (AHRD V3.3 *-* AT5G28770.2)
Solyc08g022100.1.1 ,Unknown protein
Solyc08g022080.4.1 ,BZIP transcription factor (AHRD V3.3 *-* A0A1Y0JYZ6_WHEAT)
Solyc08g022070.3.1 ,Prolyl oligopeptidase (AHRD V3.3 *** H2D7F1_COFAR)
Solyc08g150112.1.1 ,Chaperone protein dnaJ 16 (AHRD V3.3 *-* A0A2G2ZHP0_CAPAN)
Solyc08g022060.2.1 ,Unknown protein
Solyc08g022050.3.1 ,Endoglucanase (AHRD V3.11 *-* tr|Q9ZSP9|Q9ZSP9_SOLLC)
Solyc08g160960.1.1 ,Pentatricopeptide repeat (PPR) superfamily protein Chr3:5387444-5389690 FORWARD LENGTH=687 201606 (AHRD V3.11 --* AT3G15930.1)
Solyc08g022040.1.1 ,SNF2 domain-containing protein CLASSY 4 (AHRD V3.3 *-* A0A1J3D544_NOCCA)
Solyc08g160980.1.1 ,DUF4219 domain-containing protein/UBN2 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3C7Q5|A0A1Q3C7Q5_CEPFO)
Solyc08g160040.1.1 ,DUF4219 domain-containing protein/UBN2 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3DIL4|A0A1Q3DIL4_CEPFO)
Solyc08g160970.1.1 ,Heat shock protein 82 (AHRD V3.11 *-* tr|A0A2G3DHI7|A0A2G3DHI7_CAPCH)
Solyc08g160990.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.11 *-* XP_019070524.1)
Solyc08g022030.3.1 ,Myosin heavy chain-related protein (AHRD V3.3 *** Q8H1E5_ARATH)
Solyc08g022020.1.1 ,Unknown protein
Solyc08g022025.1.1 ,Unknown protein
Solyc08g021990.3.1 ,26S proteasome regulatory subunit (AHRD V3.3 *** A8IIP7_CHLRE)
Solyc08g021980.2.1 ,DUF659 domain-containing protein (AHRD V3.3 *-* A0A1Q3AM93_CEPFO)
Solyc08g021960.3.1 ,EamA-like transporter family (AHRD V3.3 *** A0A2U1LJA9_ARTAN)
Solyc08g161020.1.1 ,Endonuclease/exonuclease/phosphatase (AHRD V3.11 *** tr|A0A200QUP3|A0A200QUP3_9MAGN)
Solyc08g161000.1.1 ,Ribonuclease H protein (AHRD V3.11 *-* tr|A0A2I0WEM9|A0A2I0WEM9_9ASPA)
Solyc08g161010.1.1 ,RVT_3 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3DCJ0|A0A1Q3DCJ0_CEPFO)
Solyc08g021940.4.1 ,Calcium-dependent lipid-binding (CaLB domain) family protein (AHRD V3.11 *-* tr|A0A2U1MY23|A0A2U1MY23_ARTAN)
Solyc08g021930.2.1 ,Calcium-dependent lipid-binding (CaLB domain) family protein (AHRD V3.3 *-* A0A2U1MY23_ARTAN)
Solyc08g161030.1.1 ,HAT family dimerization domain-containing protein (AHRD V3.11 *-* tr|A0A2K3L630|A0A2K3L630_TRIPR)
Solyc08g021920.4.1 ,DnaJ-like protein subfamily C GRV2 (AHRD V3.3 *** A0A2G2YXE7_CAPAN)
Solyc08g021880.1.1 ,Ankyrin repeat family protein (AHRD V3.3 *-* F8WLB2_CITUN)
Solyc08g021870.3.1 ,Ankyrin repeat family protein (AHRD V3.3 *-* F8WLA0_CITUN)
Solyc08g021830.1.1 ,Ubiquitin carboxyl-terminal hydrolase 20 (AHRD V3.3 *** A0A2G3DCT4_CAPCH)
Solyc08g021820.3.1 ,auxin-regulated IAA29
Solyc08g161050.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2G3CLV4|A0A2G3CLV4_CAPCH)
Solyc08g161040.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|K3ZDS5|K3ZDS5_SETIT)
Solyc08g160270.1.1 ,Gag/pol polyprotein (AHRD V3.11 *-* tr|Q6WAY3|Q6WAY3_PEA)
Solyc08g021790.1.1 ,Ubiquitin carboxyl-terminal hydrolase .1
Solyc08g029410.1.1 ,Protein Ycf2 (AHRD V3.3 *-* A0A0U1ZJJ5_9SOLN)
Solyc08g161060.1.1 ,B3 DNA binding domain (AHRD V3.11 --* tr|A0A200PXB5|A0A200PXB5_9MAGN)
Solyc08g029360.4.1 ,Unknown protein
Solyc08g029340.1.1 ,Unknown protein
Solyc08g161080.1.1 ,B3 domain-containing protein Os04g0386900-like (AHRD V3.11 *-* XP_019070339.1)
Solyc08g161090.1.1 ,B3 domain-containing protein Os04g0386900-like (AHRD V3.11 *-* XP_019070339.1)
Solyc08g029344.1.1 ,Unknown protein
Solyc08g029343.2.1 ,Non-functional NADPH-dependent codeinone reductase 2 (AHRD V3.11 *-* tr|A0A2G3A0P9|A0A2G3A0P9_CAPAN)
Solyc08g161100.1.1 ,B3 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3BBR1|A0A1Q3BBR1_CEPFO)
Solyc08g160050.1.1 ,ribosomal protein S1 (mitochondrion) (AHRD V3.11 --* YP_009430516.1)
Solyc08g029348.2.1 ,Ribosomal protein S1 (AHRD V3.11 *-* tr|Q5IA22|Q5IA22_CALFL)
Solyc08g029300.3.1 ,Unknown protein
Solyc08g029290.1.1 ,Cytochrome c oxidase subunit.1
Solyc08g029280.3.1 ,Cytochrome c oxidase subunit 1 (AHRD V3.11 *** tr|A0A2G2YFW0|A0A2G2YFW0_CAPAN)
Solyc08g029250.1.1 ,NADH dehydrogenase subunit 9 (AHRD V3.3 *** G3EJ00_CUCSA)
Solyc08g029240.3.1 ,Unknown protein
Solyc08g029230.4.1 ,aspartic proteinase-like protein 2 (AHRD V3.3 *** A0A1U7VWJ9_NICSY)
Solyc08g029235.1.1 ,Unknown protein
Solyc08g029220.3.1 ,DnaJ domain-containing protein (AHRD V3.3 *** A0A2U1PTF5_ARTAN)
Solyc08g029200.3.1 ,S-acyltransferase (AHRD V3.3 *** A0A2G2W4Y5_CAPBA)
Solyc08g029190.3.1 ,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein (AHRD V3.3 *** A0A1R7T3E1_ARATH)
Solyc08g161110.1.1 ,MP domain-containing protein (AHRD V3.11 --* tr|A0A1Q3DHL6|A0A1Q3DHL6_CEPFO)
Solyc08g029170.3.1 ,Hexosyltransferase (AHRD V3.3 *** A0A1U8EVS5_CAPAN)
Solyc08g029160.1.1 ,Membrane steroid binding protein (AHRD V3.3 *** A0A1Y1HVR8_KLENI)
Solyc08g029150.3.1 ,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3AWG6_CAPCH)
Solyc08g029130.3.1 ,Chromatin remodeling factor (AHRD V3.3 *** A0A178UZA8_ARATH)
Solyc08g029110.3.1 ,Protein MEM.1
Solyc08g029090.4.1 ,B3 domain-containing protein (AHRD V3.3 *-* A0A1Q3DFU3_CEPFO)
Solyc08g029070.2.1 ,Unknown protein
Solyc08g029050.4.1 ,TOPLESS 6
Solyc08g161120.1.1 ,B3 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3BBR1|A0A1Q3BBR1_CEPFO)
Solyc08g161130.1.1 ,B3 domain-containing protein Os04g0386900-like (AHRD V3.11 *** XP_019068102.1)
Solyc08g161140.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|K3YDM4|K3YDM4_SETIT)
Solyc08g029020.1.1 ,Replication protein A 70 kDa DNA-binding subunit C (AHRD V3.3 --* RFA1C_ORYSJ)
Solyc08g029000.3.1 ,Lipoxygenase (AHRD V3.3 *** K4CJW3_SOLLC)
Solyc08g028990.1.1 ,C2 calcium-dependent membrane targeting (AHRD V3.3 *-* A0A200QWK1_9MAGN)
Solyc08g028980.1.1 ,Oleosin 14.9 kDa (AHRD V3.3 *-* A0A2G3CHZ7_CAPCH)
Solyc08g028970.3.1 ,Vacuolar iron transporter-like protein 3 (AHRD V3.3 *-* A0A2G3AWL9_CAPCH)
Solyc08g150114.1.1 ,Peptidyl-prolyl cis-trans isomerase PASTICCIN.1
Solyc08g028950.3.1 ,DNA-directed RNA polymerase subunit beta' (AHRD V3.3 *-* F6I7T7_OLEEU)
Solyc08g028940.1.1 ,DNA-directed RNA polymerase subunit beta'' (AHRD V3.3 *-* A0A1U8QCC7_CAPAN)
Solyc08g028930.1.1 ,DNA-directed RNA polymerase subunit beta'' (AHRD V3.3 *-* I6N947_DATST)
Solyc08g028920.1.1 ,DNA-directed RNA polymerase subunit beta'' (AHRD V3.3 *-* A0A2H4N1U1_ARTAN)
Solyc08g028910.1.1 ,DNA-directed RNA polymerase subunit beta (AHRD V3.3 *-* A0A2G2V8P8_CAPBA)
Solyc08g028900.1.1 ,DNA-directed RNA polymerase subunit beta'' (AHRD V3.3 *-* A0A2G2ZTM2_CAPAN)
Solyc08g028890.1.1 ,"30S ribosomal protein S2, chloroplastic (AHRD V3.3 *-* A0A2G3B243_CAPCH)"
Solyc08g028880.3.1 ,30S ribosomal protein S2 (AHRD V3.3 *-* H2BC61_9CARY)
Solyc08g028870.1.1 ,"ATP synthase subunit a, chloroplastic (AHRD V3.3 *-* A0A2H4REX1_9LAMI)"
Solyc08g028875.1.1 ,"ATP synthase subunit a, chloroplastic (AHRD V3.3 *-* L7NM01_9MAGN)"
Solyc08g028860.1.1 ,"ATP synthase subunit c, chloroplastic (AHRD V3.3 *** A0A1U8QD53_CAPAN)"
Solyc08g028850.1.1 ,NAC domain-containing protein 68 (AHRD V3.3 *** B6SRZ1_MAIZE)
Solyc08g161200.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2G3BDV4|A0A2G3BDV4_CAPCH)
Solyc08g161190.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|K3YXY4|K3YXY4_SETIT)
Solyc08g161210.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2G3A8C2|A0A2G3A8C2_CAPAN)
Solyc08g161160.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2K3N1S7|A0A2K3N1S7_TRIPR)
Solyc08g161170.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2K3P8C1|A0A2K3P8C1_TRIPR)
Solyc08g161180.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2K3P8C1|A0A2K3P8C1_TRIPR)
Solyc08g028810.1.1 ,Replication factor A protein (AHRD V3.3 *-* A0A2K3LFI1_TRIPR)
Solyc08g028780.1.1 ,DUF868 domain-containing protein (AHRD V3.3 *** A0A1Q3AW51_CEPFO)
Solyc08g028785.1.1 ,Unknown protein
Solyc08g028770.1.1 ,Charged multivesicular body protein.1
Solyc08g028750.1.1 ,DNA-directed RNA polymerase subunit beta (AHRD V3.3 *-* A0A1D8GRQ1_9APIA)
Solyc08g028740.1.1 ,DNA-directed RNA polymerase subunit beta (AHRD V3.3 *-* A0A142J9F5_KOLAM)
Solyc08g028700.2.1 ,Unknown protein
Solyc08g028705.1.1 ,Unknown protein
Solyc08g028690.4.1 ,"NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** F4JI53_ARATH),Pfam:PF13561"
Solyc08g161250.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2K3L669|A0A2K3L669_TRIPR)
Solyc08g161260.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A1J3HC41|A0A1J3HC41_NOCCA)
Solyc08g161270.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|K3YD59|K3YD59_SETIT)
Solyc08g161840.1.1 ,ATP-dependent DNA helicase (AHRD V3.11 *-* tr|A0A2K3N1S7|A0A2K3N1S7_TRIPR)
Solyc08g161240.1.1 ,Helitron helicase-like domain-containing protein (AHRD V3.11 *-* tr|A0A2U1NGU7|A0A2U1NGU7_ARTAN)
Solyc08g161280.1.1 ,replication factor A protein 1-like (AHRD V3.11 *** XP_024044216.1)
Solyc08g161290.1.1 ,Ribonuclease H (AHRD V3.11 *-* tr|A0A2K3PE13|A0A2K3PE13_TRIPR)
Solyc08g161300.1.1 ,Non-functional NADPH-dependent codeinone reductase 2 (AHRD V3.11 *-* tr|A0A2G3A0P9|A0A2G3A0P9_CAPAN)
Solyc08g028693.1.1 ,General transcription factor IIH subunit (AHRD V3.3 *-* A0A2G2XQE2_CAPBA)
Solyc08g028697.1.1 ,Unknown protein
Solyc08g161310.1.1 ,Non-functional NADPH-dependent codeinone reductase 2 (AHRD V3.11 *-* tr|A0A2G3A0P9|A0A2G3A0P9_CAPAN)
Solyc08g059650.1.1 ,Unknown protein
Solyc08g059660.3.1 ,ANTH domain-containing protein (AHRD V3.3 *** A0A1Q3CZP3_CEPFO)
Solyc08g059690.1.1 ,AT hook motif DNA-binding family protein (AHRD V3.3 *-* A0A2U1PYS7_ARTAN)
Solyc08g059700.2.1 ,histone acetyltransferase (AHRD V3.3 *** AT4G32295.1)
Solyc08g059710.4.1 ,EEIG1/EHB.1
Solyc08g059715.1.1 ,PttA' (AHRD V3.3 *** O22369_PETHY)
Solyc08g059730.1.1 ,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5 (AHRD V3.3 *** A0A1U8EHB8_CAPAN)
Solyc08g059750.4.1 ,P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.11 *** tr|A0A2K3NR02|A0A2K3NR02_TRIPR)
Solyc08g059740.1.1 ,P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *-* F4INW4_ARATH)
Solyc08g059760.3.1 ,Peroxidase (AHRD V3.3 *** A0A2P5YQP5_GOSBA)
Solyc08g150121.2.1 ,PttA' (AHRD V3.11 *-* tr|O22369|O22369_PETHY)
Solyc08g161320.1.1 ,BAG family molecular chaperone regulator 1 (AHRD V3.11 *-* tr|A0A2G3CWD5|A0A2G3CWD5_CAPCH)
Solyc08g059770.1.1 ,zinc finger protein 1-like (AHRD V3.3 *-* XP_021807844.1)
Solyc08g059790.1.1 ,Unknown protein
Solyc08g059800.3.1 ,TPX2 (Targeting protein for Xklp2) family protein (AHRD V3.3 *** A0A2K3NRR7_TRIPR)
Solyc08g161330.1.1 ,Blue copper protein (AHRD V3.11 *-* tr|B6U7P6|B6U7P6_MAIZE)
Solyc08g060810.3.1 ,EIN3-binding F-box protein 2
Solyc08g060815.1.1 ,G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.3 *-* A0A2G3D6E9_CAPCH)
Solyc08g060830.4.1 ,1-acyl-sn-glycerol-3-phosphate acyltransferase 2 (AHRD V3.3 *-* A0A2G3ATB7_CAPCH)
Solyc08g060840.1.1 ,Protein FAR-RED IMPAIRED RESPONSE.1
Solyc08g060860.3.1 ,DUF4050 domain-containing protein (AHRD V3.3 *** A0A1Q3CKJ2_CEPFO)
Solyc08g060870.1.1 ,Unknown protein
Solyc08g060880.1.1 ,Unknown protein
Solyc08g060890.1.1 ,Unknown protein
Solyc08g060900.3.1 ,Unknown protein
Solyc08g060920.5.1 ,SPX domain-containing protein 1 (AHRD V3.11 *** tr|A0A2G2XX85|A0A2G2XX85_CAPAN)
Solyc08g060930.4.1 ,Alpha/beta-Hydrolases superfamily protein (AHRD V3.11 *** tr|A0A2U1PVQ0|A0A2U1PVQ0_ARTAN)
Solyc08g060925.1.1 ,Unknown protein
Solyc08g060940.1.1 ,Nucleotide-sugar transporter family protein (AHRD V3.3 *** A0A2U1NGQ1_ARTAN)
Solyc08g161350.1.1 ,zinc finger BED domain-containing protein RICESLEEPER 2-like (AHRD V3.11 *-* XP_019068173.1)
Solyc08g060945.1.1 ,Unknown protein
Solyc08g060950.4.1 ,Protein kinase domain (AHRD V3.11 *** tr|A0A200PQE7|A0A200PQE7_9MAGN)
Solyc08g161370.1.1 ,zinc finger BED domain-containing protein RICESLEEPER 1-like (AHRD V3.11 *-* XP_010314162.1)
Solyc08g060957.2.1 ,zinc finger BED domain-containing protein RICESLEEPER 2-like (AHRD V3.11 *-* tr|A0A2I4EGG2|A0A2I4EGG2_9ROSI)
Solyc08g060960.1.1 ,hypothetical protein (AHRD V3.3 *-* AT3G45200.1)
Solyc08g060970.4.1 ,polygalacturonase AF118567
Solyc08g161360.1.1 ,UBN2_3 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3CDM9|A0A1Q3CDM9_CEPFO)
Solyc08g060973.1.1 ,defensin-like protein 278 (AHRD V3.3 -** XP_022547472.1)
Solyc08g060977.1.1 ,defensin-like protein 278 (AHRD V3.3 -** XP_022547472.1)
Solyc08g061000.4.1 ,DEAD-box ATP-dependent RNA helicase 15 (AHRD V3.3 *** A0A2G2YWF8_CAPAN)
Solyc08g061010.4.1 ,Major facilitator superfamily protein (AHRD V3.3 *** A0A1P8AZ62_ARATH)
Solyc08g160060.1.1 ,zinc finger BED domain-containing protein RICESLEEPER 2-like (AHRD V3.11 *-* tr|A0A2I4EGG2|A0A2I4EGG2_9ROSI)
Solyc08g161380.1.1 ,Zinc finger BED domain-containing protein RICESLEEPER 2 (AHRD V3.11 *** tr|A0A2U1M6Y2|A0A2U1M6Y2_ARTAN)
Solyc08g061025.1.1 ,Unknown protein
Solyc08g061060.4.1 ,EG45-like domain containing protein (AHRD V3.11 *** tr|A0A2K3LKU5|A0A2K3LKU5_TRIPR)
Solyc08g061070.1.1 ,Unknown protein
Solyc08g161390.1.1 ,LOW QUALITY PROTEIN: LRR receptor-like serine/threonine-protein kinase EFR (AHRD V3.11 *-* tr|A0A1U8GS57|A0A1U8GS57_CAPAN)
Solyc08g061090.3.1 ,Mitochondrial carrier protein (AHRD V3.3 *** A0A200PQF9_9MAGN)
Solyc08g061100.3.1 ,Cellulose synthase (AHRD V3.3 *** K4CKQ2_SOLLC)
Solyc08g061130.3.1 ,Transcription factor HY5 (AHRD V3.3 *** A0A1U8E2N7_CAPAN)
Solyc08g061140.3.1 ,protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3 (AHRD V3.3 *** A0A2I4E0E9_9ROSI)
Solyc08g061145.1.1 ,Geraniol 8-hydroxylase (AHRD V3.3 *-* A0A2G2W2C6_CAPBA)
Solyc08g061180.1.1 ,"Pentatricopeptide repeat-containing protein, chloroplastic (AHRD V3.3 *-* A0A1U8E5M0_CAPAN)"
Solyc08g061190.1.1 ,Unknown protein
Solyc08g160070.1.1 ,Non-functional NADPH-dependent codeinone reductase 2 (AHRD V3.11 *-* tr|A0A2G2X821|A0A2G2X821_CAPBA)
Solyc08g061220.3.1 ,Tomato G protein alpha-subunit
Solyc08g061240.3.1 ,Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1N0Y2_ARTAN)
Solyc08g061250.3.1 ,Receptor-like serine/threonine-protein kinase (AHRD V3.3 *** A0A2G2W5C1_CAPBA)
Solyc08g061260.5.1 ,G-protein coupled receptor 1 (AHRD V3.11 *** tr|A0A1J6JVK8|A0A1J6JVK8_NICAT)
Solyc08g061270.1.1 ,DUF1677 family protein (DUF1677) (AHRD V3.3 *** Q9SK23_ARATH)
Solyc08g150122.1.1 ,Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3 (AHRD V3.3 --* A0A2G2WNM8_CAPBA)
Solyc08g061275.1.1 ,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (AHRD V3.3 *-* A0A2G2XQR9_CAPBA)
Solyc08g061320.3.1 ,Polyadenylate-binding protein-interacting protein 7 (AHRD V3.3 *** A0A2G3BRE1_CAPCH)
Solyc08g061340.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* A0A2I4G110_9ROSI)
Solyc08g061350.1.1 ,SNF2 domain-containing protein CLASSY 3 (AHRD V3.3 *-* A0A1J3JN08_NOCCA)
Solyc08g061360.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* XP_010325684.1)
Solyc08g061370.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* A0A2I4G110_9ROSI)
Solyc08g061380.1.1 ,F-box protein (AHRD V3.3 *-* XP_025886678.1)
Solyc08g061390.3.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* A0A2I4G110_9ROSI)
Solyc08g061400.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* A0A2I4G110_9ROSI)
Solyc08g061410.3.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.3 *-* A0A2I4G110_9ROSI)
Solyc08g161400.1.1 ,SNF2 domain-containing protein CLASSY 4-like (AHRD V3.11 *-* tr|A0A2I4G110|A0A2I4G110_9ROSI)
Solyc08g061420.1.1 ,SNF2 domain-containing protein CLASSY 4 (AHRD V3.3 *-* A0A1J3D544_NOCCA)
Solyc08g061430.1.1 ,Unknown protein
