Affy_identifier,T0 no addition,30min no addition,3hrs no addition,30 min 3mM KCl,3 hrs 3mM KCl,30 min 3mM KNO3 (A),30min 3mM KNO3 (B),3hrs 3mM KNO3 (A),3hrs 3mM KNO3 (B),Full nutrition (A),Full nutrition (B),Full nutrition (C ),Gene product
256466_at,85.2,129.1,113.9,122,107.1,111,91.2,151.7,134,101.4,102.8,100.1," plastid protein, putative similar to GI:2246378 from [Arabidopsis thaliana] (Proc. Natl. Acad. Sci. U.S.A. 94 (23), 12722-12727 (1997)) "
256467_at,0.8,5.6,6.2,1.8,0.9,1.3,2.7,2,4.8,1.5,0.8,1.6," copia-type polyprotein, putative similar to GI:6850900 from [Arabidopsis thaliana] "
256468_at,36.3,47.9,59.5,61,36.8,39.4,42.4,53.5,45.8,183.5,206.4,230.3," ferredoxin, putative similar to GB:D90912 from [Synechocystis sp. PCC6803] "
256469_at,7.4,8.1,6.7,8.8,4.4,34.1,42.8,35.1,27,71.2,38.5,53.6," zinc-finger protein, putative similar to GI:5262161 from [Arabidopsis thaliana]; supported by cDNA: gi_16323142_gb_AY057675.1_  "
256470_at,6.3,2.5,1.3,3.7,2.3,4.2,5.6,4.4,2.5,0.4,0.1,0.4,hypothetical protein predicted by genemark.hmm
256471_at,2.9,2,2.5,0.2,5.5,2.8,3,2.6,2.7,3.4,0.4,2.8,hypothetical protein predicted by genemark.hmm
256472_at,2.2,1.9,0.5,0.6,0.5,0.7,1.7,0.2,1.8,0.8,0.3,0.2,unknown protein
256473_at,1.3,1.3,0.9,1.1,0.6,1.8,0.3,1.2,0.6,0.9,0.5,0.3,unknown protein
256474_at,4.3,4.3,0.4,1,0.9,3.4,0.9,0.8,1.9,0.5,0.5,0.5,unknown protein
256475_s_at,7.2,4.7,6.6,4.3,6.1,7.5,5.2,7.5,4.7,4.3,4.2,0.7," myosin heavy chain ATM2, putative similar to GI:2129651 from [Arabidopsis thaliana] (Plant Mol. Biol. 26 (4), 1139-1153 (1994)) "
256476_at,5,1.2,0.3,4.7,4.6,8.1,1.2,6.5,0.8,0.6,0.2,0.3,TNP2-like transposon protein similar to GI:6742729 from [Oryza sativa]
256477_at,4.5,2.6,3.8,0.4,4.9,5,1.4,1,1.9,1.8,0.9,0.7,unknown protein
256478_at,24.4,17.3,15.9,17.3,14.6,19.7,17.9,12.3,11.5,17.1,10.4,14.2,unknown protein
256479_at,70.2,60.3,79.4,64.1,68.3,62.2,62.5,65.2,56.9,48.3,52.1,66.3,unknown protein
256480_at,126.8,178.7,205.3,168.4,191.2,158.8,125.4,243,220.5,117.7,101.3,132.2,unknown protein
256481_at,21.8,21.1,15.4,22.2,19.6,19.2,21.2,24.5,17.4,23.1,11.7,15.2," elicitor response protein, putative similar to GI:4138265 from [Nicotiana tabacum] "
256482_at,177,185.6,136.1,157.5,182.5,178.2,192.6,157.9,202.3,165.4,213.7,260.1," protein kinase, putative contains Pfam profile: PF00069: Eukaryotic protein kinase domain "
256483_at,35.9,37.7,36.2,43.6,35.7,43.2,38.7,52.5,43.7,56.3,67.5,71.6,hypothetical protein
256484_at,8,7.5,7.3,4.8,9.4,12.7,9,8.2,6.6,16.6,7,8.5,PPR-repeat protein contains multiple PPR domains: PF01535: PPR repeat
256485_at,194.8,211.8,216.3,167.5,187.7,158.6,179.8,129.7,130.4,83.5,97.8,98.9,unknown protein
256486_at,8.8,6.8,5.1,3.9,5.7,3,6.2,4.7,4.9,2.7,1.9,2.4," chloroplast nucleoid DNA binding protein, putative similar to CND41, chloroplast nucleoid DNA binding protein [Nicotiana tabacum] GI:2541876 "
256487_at,16.4,15.1,12.2,17.6,17.3,13.9,12.7,12,11.4,12.1,11,8.7," disease resistance gene, putative similar to downy mildew resistance protein RPP5 [Arabidopsis thaliana] GI:6449046 "
256488_at,148.8,126,154.2,142.5,144.1,125.9,146.5,103.7,125.5,71.6,84.2,84.3,hypothetical protein
256489_at,33,53,55.3,60.5,46,34.6,23.4,23.4,15.8,75.7,49.4,32.8,unknown protein
256490_at,43.5,23.5,19,35,28.9,30.3,30.1,27.6,28.7,26.4,26.7,24.4,unknown protein ;supported by full-length cDNA: Ceres:120393.
256491_at,56.7,46.9,48.1,56.3,48.1,53.6,53.2,49.4,48.4,62.3,56,66.4,hypothetical protein contains similarity to glucose-repressible alcohol dehydrogenase transcriptional effector GI:3859723 from (Candida albicans)
256492_at,30.6,10.8,13.8,12,11.9,10.6,13.7,2.2,3,12.6,1.2,3.7,hypothetical protein contains similarity to anthranilate N-hydroxycinnamoyl benzoyltransferase GI:2239082 from (Dianthus caryophyllus)
256493_at,131.3,113.2,119.3,114.6,116.2,142.8,121.1,122.7,105.6,93.4,90.5,80.9,hypothetical protein predicted by genemark.hmm
256494_at,19.4,12.5,11,20.4,15.3,15,13.5,17,14.5,7,11.3,2.2,hypothetical protein predicted by genemark.hmm
256495_at,2.9,1,1.1,1.1,2.4,0.8,0.8,1.1,3.5,1.1,0.5,0.3,hypothetical protein contains similarity to probable nocturnin protein GI:2251234 from (Mus musculus)
256496_at,2,4.3,1.6,6,2.5,8.1,5.6,6.2,3.4,7.5,7.3,5.2,hypothetical protein similar to hypothetical protein GI:4835795 from (Arabidopsis thaliana)
256497_at,1431.1,355.3,189.6,190.8,146,320.6,1191.2,62.8,576.9,522.8,637.4,432.7," ORF1, putative similar to ORF1 GI:457716 from (Arabidopsis thaliana); supported by cDNA: gi_16649160_gb_AY059950.1_  "
256498_at,2.9,2.5,2.6,1.5,2.4,1.8,4.3,3.8,0.9,4.1,0.2,0.2,hypothetical protein
256499_at,39,25.4,20.6,51.8,12.6,31.2,18.2,18.3,9.4,23.7,58.6,20.5,unknown protein
256500_at,19.3,12.3,11.1,14.9,6.9,14.4,14.4,17,5,10.3,6.7,6.7,Ty1/copia-element polyprotein
256501_at,7,1.8,3.6,9,3.1,4.2,7.1,8.4,4.1,3.7,3.8,2.7,hypothetical protein predicted by genemark.hmm
256502_at,312.2,332.1,292.4,354.7,346.4,379,364.9,440.2,545.9,413.3,326,316.1," Eukaryotic translation initiation factor 5, putative Eukaryotic translation initiation factor 5 [Zea mays] GI:4160402; supported by cDNA: gi_15810338_gb_AY056208.1_  "
256503_at,0.5,0.5,2.5,0.5,1.1,1.1,1.2,1,0.5,1.8,0.4,4.1,myb-related protein similar to GI:7981380 from [Lycopersicon esculentum]
256504_at,122.9,154.8,134.5,138.3,121,107.4,114.7,86.8,78.8,121.3,99.2,122.4," cytosolic IMP-GMP specific 5 -nucleotidase, putative similar to GI:2668557 from [Bos taurus] "
256505_at,54,58.3,61.2,49.5,56.5,71.5,57.4,85.8,109.9,48.5,46,45.8,unknown protein
256506_at,9.9,7.4,8.4,9.1,8.1,10.1,5.5,9.4,8.5,10.5,9.2,1,unknown protein
256507_at,14.4,10,11.9,12.6,10.5,9.5,16.9,12.9,10.9,12.2,10.5,10.2,hypothetical protein predicted by genemark.hmm
256508_at,46.4,39.1,52.5,54.9,51.5,156.8,136.5,79.6,120.9,40.2,36.5,52.7,unknown protein
256509_at,13.2,8,16.7,15.5,12.5,11.4,15.6,2.4,4.5,10.1,8.4,8.3," NADPH oxidoreductase, putative similar to GI:1708420 from [Arabidopsis thaliana] (J. Biol. Chem. 270 (44), 26224-26231 (1995)) "
256510_at,82.7,73.9,72.8,63,78.6,70.9,76.4,68.9,68.1,71.7,47.4,60.1," ATP-dependent Clp protease ATP-binding subunit CLPX, putative similar to CLP protease regulatory subunit CLPX GI:2674203 from [Arabidopsis thaliana] "
256511_at,52,82.7,87.5,74,73.2,104.1,78.7,75.8,96,91.8,50.1,55.4," RNA helicase, putative similar to GI:1742909 from (Homo sapiens) "
256512_at,40.9,38.6,43.6,36.9,35,36.8,36.4,45.5,46.4,80.4,89.5,82,Expressed protein ; supported by full-length cDNA: Ceres: 19782.
256513_at,80.8,81.8,82.5,78.6,71.7,53.4,55.3,42.9,40.8,41.8,38.5,48.8,unknown protein similar to phospholipase [Homo sapiens] GI:4760647
256514_at,21.2,20.2,22.4,22.9,23.3,19.5,20,24.9,20.5,47.6,38.8,68.8," oxidoreductase, putative contains Pfam profile: PF01408: oxidoreductase, Gfo/Idh/MocA family "
256515_at,60,53.9,64.9,51.5,56.8,54.5,71.8,35.3,26.9,20.4,22.7,32.8," terpene synthase, putative contains Pfam profile: PF01397: Terpene synthase family "
256516_at,221.6,176.7,176.8,177.8,193.2,201.6,244.1,306.5,374,160.1,249.3,358.5," receptor protein kinase (TMK1), putative similar to putative receptor protein kinase (TMK1) [Arabidopsis thaliana (Mouse-ear cress)] SP:P43298 "
256517_at,11.7,3.5,4.5,10.5,1.3,6.4,6.7,9.1,9.1,4.3,2.7,1.1," PHD-finger protein, putative contains Pfam profile: PF00628: PHD-finger "
256518_at,30.5,55.5,45.4,67.2,68.1,101.8,30,50.1,33.9,38.7,41.6,29.9,hypothetical protein
256519_at,7,5.1,3.1,8.1,8.1,6.9,6.9,10.8,7.1,10.6,7.1,6.3,hypothetical protein predicted by genscan+
256520_at,8.7,6.2,2.3,2.9,1.9,3,9,1.6,2.2,0.9,1.1,1.4,hypothetical protein
256521_at,1.2,8,9.2,8.3,14.8,1.9,11.3,1.9,4.2,10,1.5,1.2," AMP-binding enzyme, putative contains Pfam profile: PF00501: AMP-binding enzyme "
256522_at,54.4,75.7,76.4,178.5,85,111.5,43.2,133.2,63.1,130.7,143.5,65.7,unknown protein ;supported by full-length cDNA: Ceres:35218.
256523_at,103.8,123,107.8,107.5,102,165.1,122.8,158.2,197.1,138.5,121.7,142.9,unknown protein ;supported by full-length cDNA: Ceres:20812.
256524_at,1994.2,2248.8,2280.5,2274.2,2279.2,2465.4,2719.8,2343.6,2996.9,2016.7,1693.9,1343.8," glutamine synthetase, putative similar to glutamine synthetase [Raphanus sativus] GI:1526564;supported by full-length cDNA: Ceres:2662. "
256525_at,384.8,326.1,315.7,340.1,356,178.1,174.5,337.8,295.8,279,591.7,436.9,unknown protein ;supported by full-length cDNA: Ceres:99625.
256526_at,40.5,49,36.1,43.3,48.1,27.1,22.3,100.5,13.7,38.9,27.8,9.4," disease resistance protein, putative similar to disease resistance protein RPP1-WsA [Arabidopsis thaliana] GI:3860163; supported by full-length cDNA: Ceres: 93530.  "
256527_at,9.3,4.9,6.3,9,5,15.9,5.1,9.9,4.8,10.6,2.4,1.7," thionin, putative similar to thionin [Arabidopsis thaliana] GI:1181533; supported by cDNA: gi_14190504_gb_AF380652.1_AF380652  "
256528_at,42.9,35.9,43.3,31.1,38.6,152.9,231.6,94,245.4,52.1,21.8,27.5," C2H2-type zinc finger protein, putative contains Pfam profile: PF00096: Zinc finger, C2H2 type; supported by cDNA: gi_790678_gb_L39647.1_ATHZFPD  "
256529_at,85.3,70.4,71,49.9,80,35.5,40.7,41.1,68.6,38.6,35.1,28.2," protein kinase, putative contains Pfam profile: PF00069: Eukaryotic protein kinase domain "
256530_at,55.4,72.1,64.2,61.7,59.5,68.2,50.9,77.7,59.7,170.5,140.2,167.3,unknown protein
256531_at,11.4,12.6,8.8,11,12.6,8.9,7.7,13.5,11.2,8.7,15.1,10.4," cystathionine gamma-synthase, putative similar to cystathionine gamma-synthase [Arabidopsis thaliana] GI:2852454 "
256532_at,17,13.5,12.5,13.9,16.1,18.3,13.2,21.2,15.2,16.3,5,7.5," PPR-repeat protein, putative contains multiple Pfam domains: PF01535: PPR repeat "
256533_at,84.1,102.9,80.4,95.9,100.9,85.9,85.8,89.9,97.5,99.5,81.4,95.3,unknown protein
256534_at,123.4,92.3,91.9,130.2,94.2,205.1,222.5,97.8,82.5,88.9,61.1,69.5,unknown protein
256535_at,28.8,14.1,13.7,18.3,13.4,12.3,18.5,15.7,13.8,12.4,1.6,7.6,unknown protein
256536_at,56.2,36.7,40.4,34.3,37.7,56.9,61.8,55.3,28.1,59.8,54.3,48.8," peptide chain release factor, putative similar to SP:P47849 from (Coxiella burnetii) "
256537_at,15.3,17.5,17.9,23.9,19.4,18.2,12.7,65.4,56.1,25.5,32.1,29.7,unknown protein
256538_x_at,11.7,8.4,10.1,14.2,13.9,18,11.7,9.3,9.2,7.9,2.6,3.3,hypothetical protein predicted by genemark.hmm
256539_at,8.1,3.4,3.9,0.6,2.8,5,4.2,3.7,2.3,3.9,0.8,0.3,hypothetical protein predicted by genemark.hmm
256540_at,0.2,0.2,0.1,0.2,0.2,0.3,0.1,0.4,0.2,0.1,0.1,0.2," polyprotein, putative similar to polyprotein GB:T17459  GI:7489045 polyprotein from [Lycopersicon esculentum] "
256541_at,41.2,57.6,63.4,73.4,63.7,70.6,43.2,63.1,55,83.2,74.7,78.2," ligand-gated ion channel, putative contains Pfam profile: PF00060: Ligand-gated ion channel "
256542_at,42.2,85.7,94.2,77.2,99.1,78.9,54.3,83.7,101.6,190.5,148.8,221.5,unknown protein
256543_at,160.8,150.7,153.8,163.7,177.7,159.5,148.9,153.9,107,162.9,229,175.7,unknown protein supported by full-length cDNA: Ceres:42677.
256544_at,5.3,0.9,1.1,5,1.7,6.2,7.4,1.6,1.1,10.1,6.1,9.9,Mlo-like protein similar to Mlo [Hordeum vulgare] GI:1877221
256545_at,24,34.9,42.9,31.5,31.7,30.8,28.2,25.6,27.8,27.6,28.4,30.7,hypothetical protein predicted by genemark.hmm
256546_at,3.9,2.6,3.2,3.3,7.3,2.6,7,6.8,5.2,0.6,0.6,0.3,hypothetical protein contains similarity to proline-rich protein apg(fragment) GB:X60376 GI:22596 from [Brassica napus]
256547_at,426.8,398,419.9,428,437.9,430.6,444.3,339.8,359.7,660.6,657.3,559.9," receptor-like serine/threonine kinase, putative similar to receptor-like serine/threonine kinase GB:AAC50043 GI:2465923 from [Arabidopsis thaliana] "
256548_at,46.9,23.6,17.6,22.1,27.6,53.3,56.6,71.5,95.1,52.3,39.2,49.1,hypothetical protein contains similarity to MtN3(nodulin) protein GB:Y08726 GI:1619601 from [Medicago truncatula]; supported by cDNA: gi_15809922_gb_AY054229.1_
256549_at,1.9,0.7,0.8,0.8,0.6,1.2,1.5,0.7,0.5,0.7,0.8,1,hypothetical protein predicted by genemark.hmm
256550_at,0.6,0.3,0.5,1.8,1.3,1.4,1.3,0.6,0.7,0.8,0.5,0.5," En/Spm-like transposon protein, putative similar to En/Spm-like transposon protein GB:AAC97240 GI:4038059 from [Arabidopsis thaliana] "
256551_at,18.7,8.4,8.8,11.4,6.7,14,11.2,10.3,5.9,11.9,12,5.7,unknown protein
256552_at,1.7,0.4,7.5,2.8,3.8,0.9,1.6,3.2,5.1,9.9,0.8,0.8,hypothetical protein predicted by genemark.hmm
256553_at,6.5,7.5,5.1,4.4,6.3,2.7,5.9,9,5.7,9,2.9,3.8,hypothetical protein contains similarity to Athila ORF 1 GB:CAA57397 GI:806535 from [Arabidopsis thaliana]
256554_at,3.8,0.5,0.3,0.9,1.7,0.5,0.5,1,1.3,0.3,0.1,0.2,hypothetical protein similar to putative gag-pol polyprotein GB:AAF32441 GI:6957519 from [Arabidopsis thaliana]
256555_at,10,6.6,5.3,5.3,6.2,8.3,8.4,8.5,3.2,3.3,0.5,3.2,hypothetical protein similar to putative athila-like protein GB:CAB77974 GI:7267490 from [Arabidopsis thaliana]
256556_at,1,1.8,0.1,1.4,1.1,0.2,0.2,0.7,0.2,0.3,0.4,0.1," mutator-like transposase, putative similar to mutator-like transposase GB:AAC23765 GI:3242713 from [Arabidopsis thaliana] "
256557_at,2,2.1,1.2,1.4,3.3,2.1,0.2,0.5,1.7,1.1,0.1,1.1,hypothetical protein similar to hypothetical protein GB:CAB77996 GI:7267513 from [Arabidopsis thaliana]
256558_at,1.4,0.4,1.9,4,1.5,2.8,1.3,1.6,0.1,2.1,0.1,0.1,hypothetical protein predicted by genemark.hmm
256559_at,0.2,2.3,0.2,0.2,0.1,0.7,0.1,0.2,0.1,0.4,0.2,0.1," Athila ORF 1, putative similar to Athila ORF 1 GB:CAA57397 GI:806535 from [Arabidopsis thaliana] "
256560_s_at,275.5,205.5,175.2,175.6,192.9,139.6,254.8,38.7,153.7,23.1,31.6,54.4," vetispiradiene synthase, putative, 5  partial similar to vetispiradiene synthase GB:BAB02386 GI:9294376 from [Arabidopsis thaliana] "
256561_s_at,0.2,2,0.5,0.1,1,0.5,4.6,0.5,1.4,2.1,0.1,0.2,hypothetical protein similar to putative retroelement pol polyprotein GB:AAD25683 GI:6598522 from [Arabidopsis thaliana]
256562_at,2.2,0.2,0.4,0.4,0.2,2.6,0.4,0.5,0.5,2.6,0.8,0.2,Ty1/Copia-type retroelement polyprotein similar to gag-pol polyprotein GB:AAC64917 GI:3777527 [Glycine max]
256563_at,38.3,20.7,23.2,16.7,24.3,19.7,47.4,6.6,24.9,12.5,17.7,21.3,unknown protein
256564_at,56.1,50.9,51.4,60.7,59.8,75.6,88.8,56,64.3,44.6,31.1,49.2," alpha/beta hydrolase, putative contains Pfam profile: PF00561 alpha/beta hydrolase fold "
256565_at,17.6,12.4,10.1,14.1,14.4,11.5,9.3,14.3,17.2,16.2,16.2,9.5,hypothetical protein
256566_at,6.7,7.7,1,1.4,4.1,10.4,4.2,14.6,4.9,0.8,1.1,0.9,hypothetical protein
256567_at,191.8,220.8,221.3,194.5,201.3,160.2,165.9,120.4,104.5,102.1,111.6,125," amino acid permease, putative contains Pfam profile: PF00324 amino acid permease "
256568_at,110.7,165.9,123.8,110.8,139.2,107.9,98.7,132.8,143.6,137.3,161.8,147,hypothetical protein  ;supported by full-length cDNA: Ceres:38428.
256569_at,9.6,47.1,28.5,47.1,25.9,22.7,9,13.4,0.9,23.4,5.8,9.6,hypothetical protein  ; supported by full-length cDNA: Ceres: 14577.
256570_at,117.2,86.6,81.5,88.1,86.5,82.6,67.5,114.9,103.3,70.5,54.4,69.5,unknown protein  ; supported by cDNA: gi_15809985_gb_AY054261.1_
256571_at,4.1,0.1,0.6,3,2.3,2.4,1,3.2,2.9,5.6,2,3.2,hypothetical protein predicted by genscan+
256572_at,1.4,2.7,3.3,4,3.4,4.7,2.2,2,1.2,5.9,0.1,0.8," 40S RIBOSOMAL PROTEIN S25, putative similar to GB:P46301 GI:1173234 40S RIBOSOMAL PROTEIN S25 from [Lycopersicon esculentum] "
256573_at,66.3,70.6,85.7,89.1,81.6,91.7,83.5,105.6,107.2,87.4,96.2,89.8,hypothetical protein predicted by genemark.hmm
256574_at,23.9,21,18.1,22.3,24.2,21.7,21.7,28,19.6,23,20.6,20.2,hypothetical protein similar to callose synthase catalytic subunit-like protein GB:CAB88264 GI:7630056 from [Arabidopsis thaliana]
256575_at,177.5,164.2,166.3,146.3,125.6,150.5,166.9,127,132.5,113.2,129.7,163.7," dTDP-glucose 4,6-dehydratase, putative similar to dTDP-glucose 4,6-dehydratase GB:AE000666 GI:6626257 from [Methanobacterium thermoautotrophicum] "
256576_at,29.2,53.8,51.8,84.5,52.4,75.9,27.9,90,23.4,30.3,20.8,9.9," zinc finger protein (PMZ), putative identical to putative zinc finger protein (PMZ) GB:AAD37511 GI:5006473 [Arabidopsis thaliana] "
256577_at,2,1.3,1.2,2.4,1.9,2.6,3.8,4.6,1.4,83.3,3.8,11,unknown protein
256578_at,167.5,171,163,162.2,157.4,132.8,145,266.5,209.4,204.9,261.5,223," peroxidase, putative similar to peroxidase ATP26a GB:CAA72487 GI:1890317 [Arabidopsis thaliana]; supported by cDNA: gi_14334599_gb_AY034973.1_  "
256579_at,194.5,205.2,217.4,217.1,216.9,221.2,200.1,237.7,232,192.7,184,210.4,hypothetical protein
256580_s_at,4.2,2.8,1.7,3.5,2.3,4.8,2.8,3.1,2.9,0.6,0.5,1.2,hypothetical protein
256581_at,0.7,0.4,0.6,1.1,0.6,1.3,0.6,0.8,0.7,0.8,0.9,0.8,hypothetical protein
256582_at,7.3,8.4,9.8,11.6,4.7,8.8,5.6,11.6,3.4,11.8,0.9,0.6,unknown protein
256583_at,66,98.5,114.6,72.5,95.8,59.6,53.8,86.9,57.8,80.3,61.4,62,hypothetical protein
256584_at,7.7,7.3,5,5.1,10.3,4.9,2.2,6.7,5.3,4.9,8.7,3.9,unknown protein
256585_at,6.2,4.2,5.9,2.2,4.3,4.3,4.6,8.3,12.4,20.1,19.9,23.1,hypothetical protein
256586_at,8.3,4.1,7.8,3.2,6.7,6.1,5.4,4.5,4.9,8.9,2,2.8,hypothetical protein
256587_at,1.6,1.7,0.8,1.2,1,1,4.9,1.3,0.9,0.9,1.8,1.6,histone-H4-like protein similar to H41 gene for histone protein GB:X15142 GI:3204 [Physarum polycephalum]
256588_at,2.8,1,2.6,1.7,6.6,12.2,9.4,8.5,9.7,2.2,1.2,1.1,unknown protein
256589_at,17.4,17.9,16.3,21.5,17.6,33.6,20.2,14.8,12.6,13.1,0.6,1," cytochrome P450, putative contains Pfam profile: PF00067 cytochrome P450; supported by cDNA: gi_15292830_gb_AY050849.1_  "
256590_at,201,169.9,189.1,177.6,175.8,190.6,202.1,199.7,188.7,160.3,166.3,174.1," recombination signal sequence recognition protein, putative similar to recombination signal sequence recognition protein (SSRP1) SP:Q08943 [Mus musculus]; supported by cDNA: gi_217852_dbj_D13491.1_ATHHMGP  "
256591_at,3.5,0.4,2.3,0.6,1,3.3,0.7,2.8,1.7,1.5,1.4,1,hypothetical protein
256592_at,2.7,4,0.8,3.8,2.2,2.1,2.7,4.5,2.4,3.7,0.4,0.6,hypothetical protein predicted by genemark.hmm
256593_at,230.7,32.4,16.9,4.8,13.8,131.7,422.3,27.4,108.4,0.3,0.2,0.1,hypothetical protein similar to putative mitochondrial protein GB:BAB02174 GI:9294272 from [Arabidopsis thaliana]
256594_at,3.6,5.6,4.8,1.1,0.6,3.3,5.6,3.2,5,0.9,0.4,0.4,hypothetical protein similar to putative AAA-type ATPase GB:AAD31347 GI:4874284 from [Arabidopsis thaliana]
256595_x_at,38.1,25.9,28.1,29.8,27.5,38.7,46.9,30.9,37,15.6,15.9,25.8,hypothetical protein
256596_at,115.9,174.8,160.4,127.9,125.1,136.8,66.1,79.9,29.3,128.4,75.6,18.5,hypothetical protein predicted by genemark.hmm
256597_at,51.4,73.8,54.1,100.6,78.9,84.6,32.8,112.2,39.1,101.4,129.2,129.1," acidic ribosomal protein P2b (rpp2b), putative similar to acidic ribosomal protein P2b (rpp2b) GB:U62753 GI:2431770 from [Zea mays];supported by full-length cDNA: Ceres:27571. "
256598_at,59.4,55.7,57,66.2,64,53.2,47.8,62.1,42.6,78.6,124.4,94.8," cytochrome P450 homolog, putative similar to cytochrome P450 homolog GB:U54770 GI:1421740 from [Lycopersicon esculentum];supported by full-length cDNA: Ceres:11278. "
256599_at,4.8,2.3,1,1.2,1.7,2.4,3.6,8.3,13.6,8.1,15.4,18.1,hypothetical protein predicted by genscan+
256600_at,82.7,132.4,116.8,119.7,144,102.1,78.2,97.3,89.6,115.6,86.6,101.6,hypothetical protein predicted by genemark.hmm
256601_s_at,29.1,33.2,21.2,25,26.4,20.2,23.3,10.2,18.2,60.9,7.6,19.5," At14a-1 protein identical to At14a protein GB:AAD26355 GI:4589123 [Arabidopsis thaliana] [Gene 230 (1), 33-40 (1999)] "
256602_at,0.7,1.2,8.1,6.3,7,6.5,5.4,7.9,6.7,10.7,4.3,0.8,unknown protein
256603_at,0.4,0.4,0.3,0.3,0.5,0.4,0.4,0.6,0.5,22.2,5.3,16.6,unknown protein similar to At14a protein GB:AAD26355 GI:4589123 [Arabidopsis thaliana]; supported by cDNA: gi_16226582_gb_AF428437.1_AF428437
256604_at,3.4,5.1,3,3.2,2.8,2.9,1.6,3.5,4.7,2.7,3.8,1.6,hypothetical protein predicted by genemark.hmm
256605_at,118.1,98.3,121.7,143.3,146.5,127.6,124.7,115.6,109.9,100.6,95.6,96.7,hypothetical protein predicted by genscan+
256606_at,1.6,0.5,1.4,7.4,1.4,1.4,1.6,1.1,1.3,1.7,0.4,1.6,hypothetical protein
256607_at,186.4,196.9,189.3,195.9,189.4,157.5,150.1,153.2,145.8,281.7,387.7,443.4,unknown protein ; supported by cDNA: gi_15292708_gb_AY050788.1_
256608_at,1.1,0.3,1.6,0.7,0.3,0.2,0.5,0.6,0.2,1.2,0.2,0.3,hypothetical protein predicted by genemark.hmm
256609_at,10.1,10.1,1.9,9.7,8.6,17.5,12.3,22.1,9.1,11.7,4.9,7.1,hypothetical protein predicted by genemark.hmm
256610_at,0.2,0.1,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.3,hypothetical protein predicted by genemark.hmm
256611_at,132.6,135.5,161.8,166.8,166.9,105.4,104,87.6,70.4,93.3,99,91.6,unknown protein similar to putative RING zinc finger protein GB:AAF15909 GI:6539239 from [Arabidopsis thaliana]
256612_at,35.3,27.5,32.5,36.5,25.9,32,29.3,43,30.5,33.7,43,45.2,hypothetical protein predicted by genemark.hmm
256613_at,27.3,31.7,32.2,32.7,34.9,45.2,31.7,35.2,26.9,49.1,50.6,58.1,hypothetical protein predicted by genemark.hmm
256614_at,9.8,8.5,3.7,9.4,8.8,10.2,11.2,9.7,7.8,14.7,10.4,11.5,hypothetical protein predicted by genemark.hmm
256615_at,24.4,23.5,20.5,36.2,19.4,26.9,23.4,15,20.1,17.7,6,14.8,hypothetical protein predicted by genemark.hmm
256616_at,56.9,66.8,72.6,73.8,78.6,66.7,56.7,57.4,40.7,44.2,37.4,29.3,hypothetical protein similar to unknown protein GB:AAF14829 from [Arabidopsis thaliana];supported by full-length cDNA: Ceres:124466.
256617_at,2030.6,935.6,845.3,796.5,849.6,916.8,1911.1,444.6,1146.8,413.6,559.9,395.7,unknown protein  ; supported by full-length cDNA: Ceres: 368.
256618_at,59.2,67.5,74.3,62.9,65.1,66.3,56.3,82.6,95.4,55,49.5,45.8,hypothetical protein
256619_at,28.3,10.3,27.4,18.5,19.1,17.6,16.3,15.7,16.5,14.5,1.9,2.7,hypothetical protein predicted by genscan+
256620_at,61,41.5,62.4,86.2,67.6,42.6,67.9,74.6,50.9,55.5,61.2,69," disease resistance protein, putative similar to disease resistance protein GB:AAC78591 GI:3894383 [Lycopersicon esculentum] "
256621_at,39.9,33.1,33.5,30.1,29.6,17.1,33,22.3,20.5,20,32.5,31.3,unknown protein  ; supported by full-length cDNA: Ceres: 20836.
