"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT5G06660",397.064021706013,0.549208118499264,0.155889165524159,3.52306792234481,0.00042658202224735,0.023601008328816,"","",830554,"Calcium load-activated calcium channel [Source:UniProtKB/TrEMBL;Acc:Q9FG04]","","","p","em24","250687_at",-0.447092255266832,0.000881752565067155,NA,NA
"AT5G07630",467.490441071733,-0.57369329767044,0.140769493926686,-4.07540925002702,4.59334931467394e-05,0.00602169218375749,"","",830656,"Lipid transporter [Source:UniProtKB/TrEMBL;Acc:F4K836]","","","p","em24","250586_at",-0.556973978817564,0.00248028189274027,NA,NA
"AT5G08210",141.620733974077,-0.963883560183502,0.195912915728632,-4.91995924106721,8.6562236466117e-07,0.000394476477609876,NA,NA,NA,NA,NA,NA,"p","em24",NA,NA,NA,NA,NA
"AT5G08370",603.672676681005,-0.771111788433659,0.129733299057819,-5.94382316671058,2.78449981337457e-09,4.09964049446071e-06,"AtAGAL2","Q8RX86",830735,"Alpha-galactosidase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX86]","AGAL2","UniProtKB Gene Name","p","em24","246036_at",-0.346368105302923,0.0223699050305835,NA,NA
"AT5G08430",794.682907829148,-0.39112392472751,0.121167216260189,-3.22796823100753,0.00124672819194926,0.0435444846604177,"","Q9FT92",830742,"Uncharacterized protein At5g08430 [Source:UniProtKB/Swiss-Prot;Acc:Q9FT92]","","","p","em24",NA,NA,NA,NA,NA
"AT5G09230",438.098635446944,-0.565108794155166,0.141815307999137,-3.9848222461189,6.75306575997688e-05,0.0075147487584859,"SRT2","",830782,"sirtuin 2 [Source:TAIR;Acc:AT5G09230]","SRT2","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G09300",285.627487231763,-0.636773116986275,0.189214846547943,-3.36534436173289,0.000764481825939733,0.0338932707048406,"","",830789,"2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q84JL2]","","","p","em24","245884_at",0.331561222284634,0.00635783584658241,NA,NA
"AT5G09800",57.8851187712346,0.971247244130829,0.240470263230575,4.03894947792172,5.36911270891363e-05,0.00646897028516169,"","Q9LXE3",830840,"U-box domain-containing protein 28 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXE3]","PUB28","UniProtKB Gene Name","p","em24","250493_at",1.11195916675052,6.72699453040615e-05,NA,NA
"AT5G09810",4306.48135112394,0.448695108151974,0.126705140564251,3.54125417606436,0.000398229747940841,0.02268487314163,"ACT7","P53492",830841,"AtACT7 [Source:UniProtKB/TrEMBL;Acc:A0A178UEW4]","ACT7","UniProtKB Gene Name","p","em24","AFFX-r2-At-Actin-3_s_at",0.264394638936766,0.00415283159342252,NA,NA
"AT5G11230",181.78859407691,0.876976409601914,0.263884210153194,3.32333794846156,0.000889470854972437,0.0366117680949945,"","Q9LFN3",830993,"Probable sugar phosphate/phosphate translocator At5g11230 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFN3]","","","p","em24",NA,NA,NA,NA,NA
"AT5G12880",134.755906647131,0.653707138294955,0.175239855589335,3.73035652247329,0.000191209006876762,0.0149377158841683,"","",831128,"At5g12880 [Source:UniProtKB/TrEMBL;Acc:Q9LXV1]","","","p","em24","250323_at",1.26131141415689,1.04942076392915e-06,NA,NA
"AT5G12940",374.32463770606,1.22990818560571,0.200449869640277,6.13573951338994,8.47639508424412e-10,1.62238201912432e-06,"","",831134,"Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LXU5]","","","p","em24","250277_at",0.366086511234427,0.00183803622013254,NA,NA
"AT5G14210",911.70974524344,-0.489362668214813,0.127719737090031,-3.83153519858763,0.000127346151044499,0.0114432175163931,"","",831271,"Leucine-rich repeat protein kinase family protein [Source:TAIR;Acc:AT5G14210]","","","p","em24",NA,NA,NA,NA,NA
"AT5G15870",339.47437868927,0.704410905711407,0.158064704363619,4.45647185149537,8.33195353730216e-06,0.00204453321415338,"","",831444,"Glycosyl hydrolase family 81 protein [Source:UniProtKB/TrEMBL;Acc:Q9LFT3]","","","p","em24","246532_at",0.653851703649803,9.95037558207919e-05,NA,NA
"AT5G15970",269.770762997805,0.978947884440077,0.309875449081866,3.15916568202036,0.0015822151403238,0.049263257332082,"KIN2","P31169",831454,"KIN2 [Source:UniProtKB/TrEMBL;Acc:A0A384KRF8]","KIN2","UniProtKB Gene Name","p","em24","246481_s_at",-1.09031153373754,2.70370714359549e-06,NA,NA
"AT5G15980",447.475442874319,0.455155652975073,0.137383794187294,3.31302287629765,0.000922934305796221,0.0373757431268646,"","Q8LPF1",831455,"Pentatricopeptide repeat-containing protein At5g15980, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LPF1]","","","p","em24",NA,NA,NA,NA,NA
"AT5G16510",431.317040396275,0.71781552027896,0.196085100638841,3.66073463991059,0.000251493121865837,0.0173689850573463,"","Q9FFD2",831513,"Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q2T5]","RGP5","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G17350",53.5895475089988,1.15269204938503,0.307463748842873,3.74903400392124,0.000177517017720086,0.0142210400716869,"","",831601,"Uncharacterized protein At5g17350 [Source:UniProtKB/TrEMBL;Acc:Q9LF49]","","","p","em24",NA,NA,NA,NA,NA
"AT5G17490",66.4719210424739,0.765174547484769,0.225535723400758,3.39269777730564,0.000692079503140524,0.0320736118404592,"RGL3","Q9LF53",831615,"DELLA protein RGL3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LF53]","RGL3","UniProtKB Gene Name","p","em24","246432_at",-0.270788556152152,0.0257796255931572,NA,NA
"AT5G17580",133.138787173235,-0.652060802400956,0.188362747810454,-3.46172908380543,0.000536717128934256,0.027731220941685,"","",831624,"Phototropic-responsive NPH3 family protein [Source:TAIR;Acc:AT5G17580]","","","p","em24",NA,NA,NA,NA,NA
"AT5G18960",287.746777742678,0.523116720684343,0.163063232469921,3.20806053431351,0.00133633367844696,0.0452314002243743,"FRS12","Q3E7I5",832014,"Protein FAR1-RELATED SEQUENCE 12 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7I5]","FRS12","UniProtKB Gene Name","p","em24","249953_at",-0.298879363002779,0.0410122164376956,NA,NA
"AT5G19240",1166.36301489705,0.96157423940519,0.225334473222136,4.26731971213862,1.97835537177141e-05,0.00360625922054331,"","Q84VZ5",832044,"Uncharacterized GPI-anchored protein At5g19240 [Source:UniProtKB/Swiss-Prot;Acc:Q84VZ5]","","","p","em24","249918_at",0.801386156040031,1.6397524375527e-06,NA,NA
"AT5G20225",284.817330348286,-0.654363851244084,0.185954919053734,-3.51893810916074,0.000433277772800678,0.0238989526553458,NA,NA,NA,NA,NA,NA,"p","em24",NA,NA,NA,NA,NA
"AT5G20230",232.736844764166,1.23888922752153,0.32275093326985,3.83853027153202,0.000123772957059522,0.0114109154741124,"ATBCB","Q07488",832145,"SAG14 [Source:UniProtKB/TrEMBL;Acc:A0A178UM84]","BCB","UniProtKB Gene Name","p","em24",NA,NA,NA,0.837,0.0083
"AT5G20450",169.449241318735,-0.678913088823307,0.187458877681312,-3.62166410692743,0.000292714027233736,0.0186852501339456,"","",832167,"CONTAINS InterPro DOMAIN/s: Dilute (InterPro:IPR002710); BEST Arabidopsis thaliana protein match is: Myosin family protein with Dil domain (TAIR:AT5G20490.2); Ha. [Source:TAIR;Acc:AT5G20450]","","","p","em24",NA,NA,NA,NA,NA
"AT5G20580",308.534158504563,-0.647962632406822,0.155253957212288,-4.17356596921278,2.9986877916278e-05,0.00451928223084694,"","",832180,"TMEM192 family protein [Source:UniProtKB/TrEMBL;Acc:Q0WP45]","","","p","em24","246087_at",0.336528080833294,0.012283200663356,NA,NA
"AT5G22410",133.538400441491,1.59002951232863,0.440510910778044,3.60951221280824,0.000306773331278464,0.0191258682757974,"RHS18","Q9FMR0",832302,"Peroxidase 60 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMR0]","PER60","UniProtKB Gene Name","p","em24","249934_at",1.23192564205116,0.000117283320457585,NA,NA
"AT5G22700",412.982321270264,-0.590490620577139,0.141789287932912,-4.16456439823952,3.11947571140095e-05,0.00463881901836332,"","Q9FNJ1",832335,"F-box/RNI-like/FBD-like domains-containing protein [Source:TAIR;Acc:AT5G22700]","","","p","em24","249905_at",-0.347741508574076,0.0269029229770681,NA,NA
"AT5G22880",1420.40310328586,0.482442870191274,0.152983476568331,3.15356194677527,0.00161290992537466,0.0494874001193147,"H2B","Q9FFC0",832352,"Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q1H5F7]","H2B","TAIR Gene Name","p","em24","249916_at",-0.838882422284017,0.000100816434590796,NA,NA
"AT5G23220",62.2965418400263,1.00602386446927,0.318710872637625,3.15654077359676,0.00159652564710051,0.0493659141930595,"NIC3","Q9FMX8",832386,"Nicotinamidase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMX8]","NIC3","UniProtKB Gene Name","p","em24","249848_at",0.364517945842853,0.0176487804463743,NA,NA
"AT5G23480",101.653697863857,-0.826550211613846,0.222877287406887,-3.70854393119425,0.00020845449810451,0.0156463493871385,"","",832414,"SWIB/MDM2 domain;Plus-3;GYF [Source:TAIR;Acc:AT5G23480]","","","p","em24","249837_at",-0.412929796682155,0.00164907085505047,0.732,0.0038
"AT5G23740",2063.10637381115,0.39969723849766,0.123674590523699,3.2318460631658,0.00122993294339458,0.043403983342369,"RPS11-BETA","P42733",832439,"RPS11-BETA [Source:UniProtKB/TrEMBL;Acc:A0A178UPD3]","RPS11C","UniProtKB Gene Name","p","em24","249795_at",-0.355553471847536,0.0010917485098007,NA,NA
"AT5G23810",142.608922562026,-0.732919735745775,0.212981245726842,-3.44124072166325,0.000579053129122871,0.0287872127049656,"AAP7","",832446,"Probable amino acid permease 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF99]","AAP7","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G23940",413.554533955719,0.677389379744796,0.196344091678269,3.45001152800041,0.000560562615493983,0.0284593327866176,"EMB3009","Q9FF86",832459,"BAHD acyltransferase DCR [Source:UniProtKB/Swiss-Prot;Acc:Q9FF86]","DCR","UniProtKB Gene Name","p","em24","249813_at",-0.506602938371084,0.00360008181766639,NA,NA
"AT5G24352",197.250477836903,-0.560862739865082,0.173724846774199,-3.22845436493072,0.00124461115214109,0.0435444846604177,"","",5008223,"Serine/threonine-protein kinase WNK (With No Lysine)-like protein [Source:UniProtKB/TrEMBL;Acc:A8MSG2]","","","p","em24",NA,NA,NA,NA,NA
"AT5G24450",623.429911512516,-0.517921143519909,0.151441693070634,-3.41993762099811,0.000626354966877224,0.0301268901614663,"","",832516,"Transcription factor IIIC, subunit 5 [Source:UniProtKB/TrEMBL;Acc:F4KH50]","","","p","em24",NA,NA,NA,NA,NA
"AT5G24620",2145.41052223383,-0.515524873088124,0.142680552368919,-3.61314043525125,0.000302510751899403,0.0189837894798511,"","",832533,"Pathogenesis-related thaumatin superfamily protein [Source:TAIR;Acc:AT5G24620]","","","p","em24","249748_at",-0.361013259742098,0.0186367893594496,NA,NA
"AT5G24670",2019.34278737297,-0.592048219990906,0.149775251047577,-3.95291088380708,7.72061968513126e-05,0.00820959226518958,"","",832539,"Cytidine/deoxycytidylate deaminase family protein [Source:UniProtKB/TrEMBL;Acc:F4KH85]","","","p","em24",NA,NA,NA,NA,NA
"AT5G25560",3080.34466567053,-0.566099890183333,0.157451779911895,-3.59538577779245,0.000323911224667833,0.0198257448713311,"","",832631,"CHY-type/CTCHY-type/RING-type Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:F4JY59]","","","p","em24","246897_at",0.458586535287921,0.000657309818193669,NA,NA
"AT5G25630",1675.48356408843,-0.382105190019572,0.103824322859659,-3.68030514907445,0.000232955011898509,0.0166603134564542,"","",832639,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JY71]","","","p","em24","246901_at",-0.271559190400933,0.0145518895936184,NA,NA
"AT5G26030",577.415447048214,0.649100631278,0.172573847342671,3.76129199918175,0.00016903795629605,0.0137092647606203,"FC1","P42043",832672,"Ferrochelatase-1, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P42043]","FC1","UniProtKB Gene Name","p","em24","246870_at",0.585254651446568,2.14083750629475e-05,NA,NA
"AT5G26240",844.780334444899,-0.539487079598825,0.127911183172228,-4.21766937197683,2.46840397608749e-05,0.0040987405540206,"CLC-D","",832693,"Chloride channel protein CLC-d [Source:UniProtKB/Swiss-Prot;Acc:P92943]","CLC-D","UniProtKB Gene Name","p","em24","246886_at",0.291255715881167,0.0234693897558064,NA,NA
"AT5G26610",777.396840627826,-0.607312788342386,0.176031227212612,-3.45002871342178,0.000560526931368002,0.0284593327866176,"","",832729,"At5g26610 [Source:UniProtKB/TrEMBL;Acc:Q147M4]","","","p","em24","246840_at",0.293501315156279,0.0135003674162829,NA,NA
"AT5G26920",155.631524729147,1.1655057747736,0.313199981458498,3.72128302609124,0.000198213132133442,0.0152975780202987,"CBP60G","",832750,"Calmodulin-binding protein 60 G [Source:UniProtKB/Swiss-Prot;Acc:F4K2R6]","CBP60G","UniProtKB Gene Name","p","em24","246821_at",2.78519321741317,1.50574667320398e-07,NA,NA
"AT5G27420",78.3103345239386,1.63605862363898,0.34279638127446,4.77268347336801,1.81787373996601e-06,0.000697754910967649,"CNI1","Q8LGA5",832801,"E3 ubiquitin-protein ligase ATL31 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGA5]","ATL31","UniProtKB Gene Name","p","em24","246777_at",2.06692456675785,1.92143643581972e-08,NA,NA
"AT5G27670",492.729669207519,0.410189909238685,0.116421899682115,3.52330541211483,0.000426199928360299,0.023601008328816,"HTA7","Q94F49",832829,"Histone H2A [Source:UniProtKB/TrEMBL;Acc:A0A178UFF2]","HTA7","TAIR Gene Name","p","em24","246735_at",-0.544227047941026,8.76577514745061e-05,NA,NA
"AT5G27730",494.247180233193,-0.66155525821419,0.167300655436825,-3.95428969771132,7.6762355858203e-05,0.00820799715712852,"","",832835,"Heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624) [Source:UniProtKB/TrEMBL;Acc:Q94CC1]","","","p","em24","246748_at",-0.318802929829619,0.00966003431571871,NA,NA
"AT5G27770",1314.30380851162,0.492285188329792,0.147889414506544,3.3287385035121,0.000872402728933102,0.0360643374336492,"","Q9FE58",832839,"60S ribosomal protein L22-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE58]","RPL22C","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G27860",1198.15435657931,-0.687193415982866,0.187760971330174,-3.65993747856389,0.000252276794458843,0.0173689850573463,"","",832849,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: pollen tube; Ha. [Source:TAIR;Acc:AT5G27860]","","","p","em24","246750_at",0.258668045265474,0.0425937329941344,NA,NA
"AT5G35170",3231.3723513977,-0.609983536342818,0.160872745362163,-3.79171459385241,0.00014961079240646,0.0127268914073762,"","",833471,"Adenylate kinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYL1]","","","p","em24","246651_at",-1.41076069291302,4.85763899218305e-07,NA,NA
"AT5G35410",156.7850362428,-0.533148673829084,0.164750619845704,-3.2360951013623,0.00121177004744954,0.0430302016849429,"SOS2","",833502,"SOS2 [Source:UniProtKB/TrEMBL;Acc:A0A384KKJ4]","CIPK24","UniProtKB Gene Name","p","em24","246614_at",0.557208329331847,0.00132753356683675,NA,NA
"AT5G37055",200.361871871526,-0.542035918639609,0.165930042933796,-3.26665327782669,0.00108826876735062,0.0410837558325263,"ATSWC6","Q9FHW2",833676,"SWR1 complex subunit 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHW2]","SWC6","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G37370",1421.61051915745,-0.528717304112246,0.167777020697396,-3.15130941004039,0.00162540203832915,0.0494874001193147,"ATSRL1","",833711,"Pre-mRNA splicing factor SR-like 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWB1]","SRL1","UniProtKB Gene Name","p","em24","249611_at",0.387126300152924,0.00367941650720689,NA,NA
"AT5G37540",228.490842892209,0.682451055600932,0.171574968578342,3.97756771430981,6.96237992202117e-05,0.00770288738193556,"","",833732,"AT5g37540/mpa22_p_70 [Source:UniProtKB/TrEMBL;Acc:Q9FGI3]","","","p","em24","249626_at",0.856921977595402,3.53779135549959e-05,NA,NA
"AT5G37770",516.714007228075,0.808067324511735,0.245917328464189,3.28593080267382,0.00101645977000269,0.0395437980371868,"TCH2","P25070",833755,"TCH2 [Source:UniProtKB/TrEMBL;Acc:A0A178UBB8]","CML24","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G37850",1030.80455908814,-0.456505572357733,0.144033159755235,-3.16944773782304,0.00152728922016084,0.0489334850863887,"SOS4","Q8W1X2",833763,"pfkB-like carbohydrate kinase family protein [Source:TAIR;Acc:AT5G37850]","SOS4","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G38140",508.941173281624,-0.795637782252084,0.184008254591599,-4.32392440229367,1.53277839515514e-05,0.00299361004931321,"NF-YC12","Q58CM8",833794,"Nuclear transcription factor Y subunit C-10 [Source:UniProtKB/Swiss-Prot;Acc:Q58CM8]","NFYC10","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G38360",371.485082160705,-0.720094161380738,0.170889411918173,-4.21380209164474,2.5110733825608e-05,0.00410785850788151,"","",833818,"alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT5G38360]","","","p","em24","249563_at",-0.444392352455704,0.0030628843478629,NA,NA
"AT5G39320",722.367758732773,0.817003120311238,0.251775988176597,3.24496043577511,0.00117466943076333,0.0421823131422329,"","Q9FM01",833928,"UDP-glucose 6-dehydrogenase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FM01]","UGD4","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G40390",318.518018631725,0.738202833267141,0.175878554260535,4.19723050585017,2.70198887733744e-05,0.00430217327414014,"SIP1","Q9FND9",834037,"Probable galactinol--sucrose galactosyltransferase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FND9]","RFS5","UniProtKB Gene Name","p","em24","249411_at",-1.02603752663944,6.86837925944791e-07,NA,NA
"AT5G40650",447.190492019762,0.453452169456967,0.131396039652595,3.45103376521752,0.000558443699341041,0.0284593327866176,"SDH2-2","Q8LB02",834065,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LB02]","SDH2-2","UniProtKB Gene Name","p","em24","249343_at",0.309171912481573,0.00917561764128675,NA,NA
"AT5G41260",926.237542228513,-0.613898486991982,0.153980632371349,-3.98685521378733,6.69548559695e-05,0.00749424528220017,"","Q9FHD7",834127,"Serine/threonine-protein kinase BSK8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHD7]","BSK8","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G41370",809.659205976281,-0.552492354633422,0.174814134493869,-3.16045585348706,0.00157522474133247,0.049263257332082,"XPB1","Q38861",834139,"General transcription and DNA repair factor IIH helicase subunit XPB1 [Source:UniProtKB/Swiss-Prot;Acc:Q38861]","XPB1","UniProtKB Gene Name","p","em24","249307_s_at",0.489802229265161,0.0114737653488329,NA,NA
"AT5G41670",1631.79863887733,0.533099307387574,0.139490791680431,3.82175268320855,0.000132506545639079,0.0116874437029123,"","Q9FFR3",834169,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178UQL8]","PGD3","UniProtKB Gene Name","p","em24","249266_at",1.13673891706576,8.5818311168614e-07,NA,NA
"AT5G41740",301.655621305799,0.70237495104527,0.169135576368227,4.15273336412748,3.2852745059641e-05,0.0048369349264733,"","",834177,"Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:F4JYI4]","","","p","em24","249264_s_at",1.53178193735857,1.92414570247424e-07,NA,NA
"AT5G42092",332.432148095289,0.806741424596782,0.201872547280783,3.99629090465031,6.43426606749424e-05,0.00737436242705627,NA,NA,NA,NA,NA,NA,"p","em24",NA,NA,NA,NA,NA
"AT5G42470",443.548885586496,-0.396424728237365,0.124748338519649,-3.17779565597118,0.00148399300963755,0.0483301982244067,"","",834254,"At5g42470 [Source:UniProtKB/TrEMBL;Acc:Q5XF81]","","","p","em24","249192_at",0.379288189889249,0.00546495966801995,NA,NA
"AT5G43270",774.904316335509,-0.553984335397437,0.16757234778876,-3.30594124094855,0.000946579356898418,0.0377448518563244,"SPL2","Q9S840",834345,"Squamosa promoter-binding-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S840]","SPL2","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G43400",137.859252135138,0.894814930706062,0.283242809270137,3.15917969113436,0.00158213908309915,0.049263257332082,"","",834358,"AT5g43400/MWF20_9 [Source:UniProtKB/TrEMBL;Acc:Q94AE4]","","","p","em24",NA,NA,NA,NA,NA
"AT5G43630",1427.9692819197,-0.382158934390727,0.120265285562746,-3.17763295204038,0.00148482594997108,0.0483301982244067,"TZP","",834383,"Zinc knuckle (CCHC-type) family protein [Source:UniProtKB/TrEMBL;Acc:Q9FIX7]","TZP","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
